Yahoo,Facebook,Apple,Microsoft,Adobe,IBM,Amazon,Oracle,avg,dif,avg /6,rot pi/360,
39.849998,97.139999,130.320007,46.48,81.190002,163.070007,488,39.57,135.7025016,-1.763752375,22.6170836,,
39.98,95.360001,130.699997,46.439999,82.089996,173.220001,488.100006,39.93,136.9775,-1.274998375,22.82958333,,
39.790001,92.540001,128.309998,46.259998,82.099998,172.509995,483.01001,40.400002,135.6150004,1.362499625,22.60250006,,
38.959999,89.769997,127.349998,45.970001,82.519997,171,475.480011,40.959999,134.0012503,1.613750125,22.33354171,,
38.799999,89.419998,125.580002,45.43,82.120003,168.529999,461.190002,40.790001,131.4825005,2.51874975,21.91375008,,
39.029999,89.650002,125.040001,45.310001,81.889999,168.610001,465.570007,40.779999,131.9850011,-0.502500625,21.99750019,,
38.799999,88.419998,124.32,44.950001,81.440002,169.380005,455.570007,40.799999,130.4600014,1.52499975,21.74333356,,
38.419998,86.769997,121.209999,44.57,80.589996,166.949997,443.51001,40.360001,127.7974998,2.662501625,21.29958329,,
38.68,85.650002,119.220001,44.5,80.470001,163.850006,434.390015,40.18,125.8675031,1.929996625,20.97791719,,
37.490002,85.449997,122.540001,44.029999,79.989998,163.160004,429.700012,39.77,125.2662516,0.6012515,20.8777086,,
38.380001,85.230003,123.769997,43.32,80.589996,165,436.720001,40.16,126.6462498,-1.379998125,21.10770829,,
39.119999,86.389999,124.849998,43.950001,80.5,164.729996,436.040009,40.150002,126.9662505,-0.32000075,21.16104175,,
39.639999,86.339996,125.769997,44.060001,80.75,165.089996,437.709991,40.360001,127.4649976,-0.498747125,21.24416627,,
39.779999,86.489998,125.989998,44.099998,80.940002,164.490005,437.390015,40.240002,127.4275021,0.0374955,21.23791702,,
39.650002,85.57,124.860001,43.939999,81.010002,162.660004,434.089996,40.299999,126.5100004,0.91750175,21.08500006,,
39.779999,85.730003,124.480003,44.360001,81.279999,162.970001,429.859985,40.419998,126.1099986,0.40000175,21.0183331,,
40.869999,86.830002,126.510002,45.029999,82.739998,165.460007,438.100006,40.990002,128.3162519,-2.20625325,21.38604198,,
41.389999,87.839996,127.5,45.5,83.940002,166.080002,440.100006,41.060001,129.1762508,-0.859998875,21.52937513,,
41.23,87.449997,127.120003,45.549999,83.400002,166.970001,440.839996,41.200001,129.2199999,-0.043749125,21.53666665,,
40.799999,84.760002,126.879997,45.619999,83.550003,168.619995,445.98999,41.709999,129.741248,-0.521248125,21.62354133,,
40.889999,83.309998,127.080002,46.16,82.279999,167.729996,436.290009,41.490002,128.1537506,1.587497375,21.35895844,,
40.93,82.120003,126.400002,45.990002,79.699997,166.990005,434.920013,41.59,127.3300028,0.823747875,21.22166713,,
41.27,81.57,127.220001,46.169998,79.389999,168.25,439.390015,42.740002,128.2500019,-0.919999125,21.37500031,,
41.52,81.339996,126.739998,45.360001,77.910004,167.169998,427.809998,44.91,126.5949994,1.6550025,21.09916656,,
41.400002,80.449997,126.370003,45.299999,79.940002,166.839996,427.26001,44.639999,126.525001,0.069998375,21.08750017,,
40.669998,80.07,125.709999,45.02,78.900002,166.259995,423.670013,43.720001,125.502501,1.0225,20.9170835,,
41.110001,81.199997,127.110001,45.900002,79.860001,166.990005,429.920013,44.34,127.0537525,-1.5512515,21.17562542,,
42.209999,81.360001,128.479996,46.130001,79.650002,168.779999,432.970001,44.279999,127.9824998,-0.92874725,21.33041663,,
42.310001,80.809998,127.849998,45.689999,79.559998,168.919998,430.769989,43.939999,127.4812475,0.50125225,21.24687458,,
41.950001,79.32,125.620003,45.459999,77.900002,165.679993,425.480011,43.07,125.5600011,1.921246375,20.92666685,,
42.889999,80.129997,126.830002,45.669998,78.160004,165.339996,423.5,43.099998,125.7024993,-0.142498125,20.95041654,,
43.259998,81.510002,128.360001,45.84,78.860001,167.399994,426.950012,43.810001,126.9987511,-1.296251875,21.16645852,,
43.439999,81.510002,128.910004,46.200001,78.75,168.380005,430.779999,43.77,127.7175013,-0.718750125,21.28625021,,
43.779999,81.25,129.899994,46.82,80.129997,169.919998,436.589996,43.970001,129.0449981,-1.327496875,21.50749969,,
43.619999,79.559998,129.320007,46.619999,79.82,169.649994,430.98999,43.700001,127.9099985,1.134999625,21.31833308,,
43.630001,78.660004,130.050003,46.619999,79.870003,170.179993,430.920013,43.790001,127.9650021,-0.055003625,21.32750035,,
43.59,78.879997,129.899994,46.59,79.089996,169.649994,429.230011,43.490002,127.5524993,0.412502875,21.25874988,,
43.419998,80,131.100006,47.389999,80.019997,171.710007,426.570007,43.860001,128.0087519,-0.456252625,21.33479198,,
43.439999,79.43,130.050003,46.619999,80.160004,172,431.420013,44.139999,128.4075021,-0.39875025,21.40125035,,
43.5,79.080002,129.119995,46.189999,79.360001,170.130005,425.470001,43.330002,127.0225006,1.3850015,21.17041677,,
44,80.25,131.399994,46.82,80.040001,172.220001,427.630005,43.93,128.2862501,-1.2637495,21.38104169,,
43.869999,80.080002,129.830002,47.009998,80.559998,173.339996,431.630005,44.279999,128.8249999,-0.53874975,21.47083331,,
43.040001,79.459999,129.339996,47.27,79.610001,173.759995,423.859985,44.290001,127.5787473,1.246252625,21.26312454,,
44.66,80.550003,129.639999,47.18,79.620003,173.479996,421.709991,44.32,127.644999,-0.06625175,21.2741665,,
44.57,80.230003,128.360001,47.610001,79.410004,173.059998,425.23999,44.240002,127.8399999,-0.195000875,21.30666665,,
45.07,80.18,128.210007,48.049999,78.919998,173.259995,426,44.150002,127.9800001,-0.14000025,21.33000002,,
44.990002,78.669998,127.160004,48.029999,79.43,174.050003,432.279999,44.380001,128.6237508,-0.643750625,21.43729179,,
44.669998,77.650002,125.870003,47.57,77.080002,172.279999,426.869995,43.790001,126.9725,1.65125075,21.16208333,,
44.310001,76.790001,124.82,46.419998,76.57,170.550003,431.019989,43.57,126.756249,0.216251,21.1260415,,
44.139999,77.93,125.629997,47.369999,76.790001,171.119995,432.850006,43.84,127.4587496,-0.702500625,21.24312494,,
44.549999,78.029999,126.110001,47.52,76.309998,172.679993,433.690002,44.009998,127.8624988,-0.403749125,21.31041646,,
44.98,77.559998,124.019997,46.16,74.730003,170.990005,426.880005,43.48,126.100001,1.76249775,21.01666683,,
41.73,77.050003,123.360001,46.02,74.480003,170.050003,419.100006,43.259998,124.3812518,1.71874925,20.73020863,,
42,77.220001,125.779999,47.310001,75,173.080002,421.190002,43.919998,125.6875004,-1.306248625,20.94791673,,
42.549999,78.629997,128.259995,48.18,75.849998,173.970001,423.040009,44.59,126.8837499,-1.1962495,21.14729165,,
42.68,78.110001,125.300003,48.400002,76.43,173.669998,422.869995,44.369999,126.4787498,0.405000125,21.07979163,,
43.310001,78.32,124.580002,48.599998,76.059998,171.289993,421.779999,43.619999,125.9449988,0.533751,20.99083313,,
44.049999,79.519997,128.300003,48.5,76.650002,174.399994,429.369995,44.73,128.1899988,-2.245,21.36499979,,
44.57,80.230003,129.570007,47.700001,76.019997,173.919998,429.309998,44.5,128.2275005,-0.03750175,21.37125008,,
45.099998,81.629997,131.149994,47.220001,76.550003,170.729996,438.559998,43.610001,129.3187485,-1.091248,21.55312475,,
44.709999,81.480003,129.229996,45.650002,76.540001,169.779999,445.100006,43.080002,129.446251,-0.1275025,21.57437517,,
44.060001,82.410004,128.139999,42.799999,76.519997,170.240005,389.98999,43.389999,122.1937493,7.25250175,20.36562488,,
44.849998,83.650002,126.32,42.549999,75.5,165.360001,389.799988,43.549999,121.4474984,0.746250875,20.24124973,,
45.18,83.540001,126.669998,42.529999,74.620003,164.259995,391.179993,43.419998,121.4249984,0.0225,20.23749973,,
44.91,81.239998,125.169998,41.68,73.919998,166.160004,389.51001,43.32,120.738751,0.686247375,20.12312517,,
45.439999,80.370003,124.459999,41.16,73.150002,160.669998,375.559998,43,117.9762499,2.762501125,19.66270831,,
46.130001,82.150002,126.110001,41.82,75.150002,163.130005,386.040009,43.459999,120.4987524,-2.5225025,20.0831254,,
45.830002,82.269997,126.010002,41.68,76.029999,164.130005,383.450012,43.990002,120.4237524,0.075,20.0706254,,
45.639999,82.440002,125.910004,41.389999,75.949997,162.300003,385.109985,42.73,120.1837486,0.24000375,20.03062477,,
45.59,81.919998,126.610001,41.389999,76.019997,162.380005,382.359985,43.080002,119.9187484,0.26500025,19.98645806,,
45.790001,81.910004,125.260002,41.41,76.529999,162.860001,382.649994,43.509998,119.9899999,-0.0712515,19.99833331,,
46.169998,81.709999,124.660004,41.25,76.330002,162.339996,383.540009,43.200001,119.9000011,0.08999875,19.98333352,,
45.189999,81.839996,124.970001,41.040001,75.440002,161.850006,381.200012,43.110001,119.3300023,0.569998875,19.88833371,,
44.220001,82.220001,125.980003,41.310001,75.650002,162.070007,374.410004,42.959999,118.6025023,0.7275,19.76708371,,
44.029999,80.800003,124.330002,40.18,76.230003,162.039993,377.040009,42.959999,118.451251,0.15125125,19.74187517,,
44.360001,81.440002,124.190002,40.119999,75.68,160.449997,372.25,42.619999,117.63875,0.812501,19.60645833,,
44.599998,80.870003,123.099998,40.310001,75.07,159.179993,370.26001,42.939999,117.0412503,0.59749975,19.50687504,,
45.200001,82.209999,124.360001,40.540001,73.940002,160.5,372.100006,43.150002,117.7500015,-0.70875125,19.62500025,,
45.419998,82.410004,124,40.91,73.599998,162.669998,374.589996,43.439999,118.3799991,-0.629997625,19.72999985,,
45.669998,82.879997,122.910004,40.830002,73.309998,160.399994,370.559998,42.639999,117.3999988,0.980000375,19.56666646,,
44.669998,82.139999,122.599998,40.919998,72.970001,160.589996,367.350006,42.990002,116.7787498,0.621249,19.46312496,,
44.93,82.919998,123.379997,41.439999,73.129997,159.199997,370.959991,42.93,117.3612474,-0.582497625,19.5602079,,
44.779999,84.519997,126.559998,42.75,75.449997,163,374.089996,43.709999,119.3574983,-1.996250875,19.89291638,,
45.540001,83.300003,126.519997,42.779999,76.349998,164.630005,375.109985,44.25,119.8099985,-0.45250025,19.96833308,,
45.580002,83.07,125.160004,42.490002,77.360001,162.880005,378.48999,44.41,119.9300005,-0.120002,19.98833342,,
45.450001,81,127.400002,42.220001,77.139999,159.809998,373.23999,44.16,118.8024989,1.127501625,19.80041648,,
44.709999,79.169998,126.370003,41.330002,76.889999,159.809998,375.140015,44.130001,118.4437519,0.358747,19.74062531,,
44.16,78.339996,125.650002,41.150002,79.660004,156.960007,371.920013,42.869999,117.5887529,0.854999,19.59812548,,
43.880001,77.360001,122.870003,41.279999,78.330002,157.080002,373.350006,43.41,117.1950018,0.393751125,19.53250029,,
42.98,77.68,122.580002,40.610001,77.620003,154.279999,370.579987,42.380001,116.0887491,1.106252625,19.34812485,,
43.360001,77.910004,121.629997,40.860001,77.400002,157.979996,374.23999,41.619999,116.8749988,-0.786249625,19.47916646,,
42.990002,77.260002,122.110001,41.84,76.010002,156.800003,366.369995,41.470001,115.6062508,1.268748,19.26770846,,
42.919998,77.550003,123.800003,42.029999,76.010002,157.809998,369.51001,41.82,116.4312516,-0.825000875,19.4052086,,
43.93,78.629997,125.059998,42.189999,77.93,160.770004,378.559998,42.689999,118.7199994,-2.28874775,19.78666656,,
44.240002,79.830002,126.260002,42.150002,77.550003,158.5,380.089996,42.380001,118.875001,-0.155001625,19.81250017,,
44.310001,81.050003,125.760002,42.82,78.620003,161.179993,387.829987,43.799999,120.6712485,-1.7962475,20.11187475,,
44.380001,78.849998,128.320007,42.880001,77.629997,159.419998,382.720001,43.610001,119.7262505,0.944998,19.95437508,,
43.950001,78.519997,128.089996,43.09,78.989998,161.029999,384.609985,43.380001,120.2074971,-0.481246625,20.03458285,,
44.43,78.519997,128.300003,43.549999,79.790001,160.479996,385.660004,44.029999,120.5949999,-0.38750275,20.09916665,,
44.57,78.620003,128.240005,43.66,79.099998,161.940002,380.160004,43.82,120.0137515,0.581248375,20.00229192,,
44.759998,79.720001,126.610001,43.889999,78.959999,160.869995,384.799988,43.889999,120.4374975,-0.423746,20.07291625,,
44.720001,78.5,128.149994,43.799999,78.07,162.809998,385.369995,43.73,120.6437484,-0.206250875,20.1072914,,
43.52,78.099998,131.169998,43.919998,77.68,164.830002,378.589996,43.880001,120.2112491,0.43249925,20.03520819,,
43.990002,78.379997,129.660004,43.650002,78.099998,162.910004,380.140015,43.779999,120.0762526,0.1349965,20.01270877,,
44.360001,79.199997,128.050003,43.290001,78.550003,163.649994,383.660004,43.77,120.5662504,-0.48999775,20.09437506,,
44.419998,76.949997,128.330002,43.049999,77.730003,163.889999,379,44.110001,119.6849999,0.8812505,19.94749998,,
43.82,75.449997,127.449997,43.389999,77.730003,162.190002,373.369995,44.099998,118.4374989,1.247501,19.73958315,,
44.540001,75.080002,126.919998,43.189999,77.129997,160.960007,375.429993,43.84,118.3862496,0.05124925,19.7310416,,
44.59,75.5,125.650002,43.150002,76.510002,160.399994,381.829987,43.93,118.9449984,-0.55874875,19.8241664,,
44.16,75.889999,125.57,42.509998,74.589996,158.520004,377.170013,43.889999,117.7875011,1.15749725,19.63125019,,
43.259998,75.029999,122.5,42.209999,73.010002,158.199997,375.140015,43.360001,116.5887514,1.19874975,19.43145856,,
43.18,74.5,120.160004,42.18,72.760002,158.559998,373,43.990002,116.0412508,0.547500625,19.34020846,,
43.150002,73.449997,118.43,42.209999,72.330002,155.75,370.559998,43.400002,114.91,1.13125075,19.15166667,,
43.66,74.25,118.449997,42.150002,72.540001,156.720001,374.279999,42.98,115.62875,-0.71875,19.27145833,,
44.259998,75.209999,119.25,41.860001,73.099998,157.910004,373.890015,43.16,116.0800019,-0.451251875,19.34666698,,
44.98,75.010002,118.309998,41.360001,72.279999,156.960007,364.75,42.419998,114.5087506,1.57125125,19.08479177,,
45.25,73.860001,117.610001,41.049999,71.919998,158.470001,363.549988,43.040001,114.3437486,0.165002,19.05729144,,
44.759998,73.75,116.080002,40.23,71.110001,154.660004,364.470001,42.68,113.4675008,0.876247875,18.91125013,,
44.849998,75.75,116.849998,40.349998,70.129997,153.309998,354.529999,41.889999,112.2074984,1.260002375,18.70124973,,
43.799999,74.209999,115.559998,40.790001,71.639999,155.479996,311.779999,42.860001,107.014999,5.192499375,17.83583317,,
50.32,76,115.309998,41.16,70.25,151.550003,303.910004,42.689999,106.3987505,0.6162485,17.73312508,,
49.279999,75.629997,109.029999,42.110001,71.459999,153.669998,306.75,43.400002,106.4162494,-0.017498875,17.73604156,,
49.790001,77.290001,112.800003,46.240002,72.739998,156.360001,309.660004,43.900002,108.5975015,-2.181252125,18.09958358,,
49.23,77.040001,111.529999,46.799999,74.059998,155.869995,312.390015,44.189999,108.8887508,-0.29124925,18.14812513,,
49.080002,76.68,109.720001,46.080002,73.480003,155.389999,310.320007,44.049999,108.1000016,0.788749125,18.01666694,,
48.380001,75.849998,108.269997,45.48,71.540001,152.089996,297.25,43.490002,105.2937494,2.80625225,17.54895823,,
47.889999,74.82,106.5,45.57,71.489998,156.949997,289.440002,43.900002,104.5699998,0.723749625,17.42833329,,
46.59,73.839996,105.199997,45.169998,71.730003,157.139999,290.73999,43.509998,104.2399976,0.330002125,17.37333294,,
47.75,73.540001,106.660004,45.41,70.290001,154.570007,286.950012,42.630001,103.4750033,0.764994375,17.24583388,,
48.09,76.029999,108.5,45.619999,69.989998,155.800003,293.269989,43.060001,105.0449986,-1.569995375,17.50749977,,
49.48,75.849998,108.910004,46.060001,70.589996,156.809998,294.73999,42.93,105.6712484,-0.62624975,17.61187473,,
49.93,76.209999,108.800003,46.360001,71.120003,156.440002,291.410004,43.27,105.4425015,0.228746875,17.57375025,,
50.41,77.199997,110.209999,46.900002,71.839996,159.110001,296.929993,43.389999,106.9987484,-1.556246875,17.83312473,,
50.23,76.080002,108.699997,46.720001,72.919998,158.419998,300.459991,43.41,107.1174984,-0.11875,17.8529164,,
49.639999,75.82,106.699997,45.490002,71.110001,155.050003,298.420013,43.150002,105.6725021,1.44499625,17.61208369,,
49.880001,75.360001,104.629997,45.540001,70.529999,156.070007,295.290009,43.139999,105.0550018,0.617500375,17.50916696,,
49.880001,76.860001,105.410004,46.25,71.980003,159.509995,302.190002,43.59,106.9587508,-1.903749,17.82645846,,
50.779999,77.699997,107.349998,46.540001,72.339996,162.059998,308.519989,44.330002,108.7024975,-1.74374675,18.11708292,,
51.68,77.860001,110.209999,46.450001,72.699997,160.440002,310.350006,44.970001,109.3325009,-0.630003375,18.22208348,,
51.27,79.099998,112.110001,46.84,73.080002,160.050003,310.299988,45.34,109.761249,-0.428748125,18.2935415,,
51.009998,79.709999,113.699997,47.259998,74.129997,160.509995,312.040009,45.610001,110.4962493,-0.73500025,18.41604154,,
51.060001,80.510002,112.010002,47.82,74.669998,162.339996,309.089996,46.099998,110.4499991,0.046250125,18.40833319,,
50.919998,80.75,112.010002,48.080002,74.739998,161.820007,303.029999,46.23,109.6975008,0.752498375,18.28291679,,
51.459999,80.400002,112.459999,48.130001,74.379997,162.240005,306.290009,46.009998,110.1712513,-0.4737505,18.36187521,,
51.599998,80,111.970001,47.709999,74.5,161.440002,306.540009,45.650002,109.9262514,0.244999875,18.3210419,,
51.470001,78.330002,111.660004,47.169998,74.449997,158.509995,299.899994,46,108.4362489,1.4900025,18.07270815,,
51.150002,76.510002,110.660004,46.34,74.889999,157.679993,297.730011,45.349998,107.5387511,0.89749775,17.92312519,,
50.25,74.900002,106.82,44.900002,74,151.929993,298.880005,41.16,105.3550003,2.183750875,17.55916671,,
50.080002,74.589996,106.260002,45.130001,72.32,151.410004,295.059998,40.630001,104.4350005,0.91999975,17.40583342,,
50.919998,76.559998,106.349998,46.549999,73.040001,153.059998,306.070007,41.110001,106.7075,-2.2724995,17.78458333,,
51.169998,77.019997,109.580002,46.669998,76.019997,155.380005,307.320007,39.950001,107.8887506,-1.181250625,17.98145844,,
50.580002,76.480003,111.339996,46.68,69.739998,161.070007,307.359985,40.759998,108.0012486,-0.112498,18.0002081,,
50.689999,76.07,111.540001,46.700001,69.849998,160.509995,305.839996,40.919998,107.7649985,0.236250125,17.96083308,,
50.529999,74.779999,109.349998,47.049999,71.57,162.990005,312.5,41.869999,108.8299999,-1.065001375,18.13833331,,
50.900002,75.400002,111.620003,47.450001,72.050003,161.860001,306.640015,41.369999,108.4112533,0.418746625,18.06854221,,
