Yahoo,Facebook,Apple,Microsoft,Adobe,IBM,Amazon,Oracle,avg,dif,avg /6,rot pi/360,
51.25,75.360001,114.639999,48.380001,72.400002,163.270004,312.630005,41.93,109.9825015,-1.57124825,18.33041692,,
50.669998,74.660004,115.290001,48.200001,73.029999,164.050003,316.929993,41.889999,110.5899998,-0.60749825,18.43166663,,
50.970001,74.400002,115.110001,47.810001,73.18,164.520004,316.5,42.060001,110.5687513,0.0212485,18.42812521,,
51.119999,75.040001,112.75,48.200001,73.470001,162.669998,326.309998,42.18,111.4674998,-0.8987485,18.57791663,,
51.43,74.800003,111.269997,47.709999,73.75,161.539993,326,42.080002,111.0724993,0.3950005,18.51208321,,
52,77.230003,118.050003,47.610001,73.68,162.169998,338.640015,42.41,113.9737525,-2.90125325,18.99562542,,
52.259998,75.510002,117.830002,47.279999,72.980003,161.949997,333.570007,41.869999,112.9062509,1.067501625,18.81770848,,
52.189999,74.129997,117.449997,47.450001,72,161.759995,335.040009,41.150002,112.64625,0.260000875,18.774375,,
51.830002,73.349998,116.620003,47.389999,71.220001,162.149994,335.640015,41.43,112.4537515,0.1924985,18.74229192,,
52.25,73.5,116.029999,47.57,71.32,160.919998,332.630005,41.439999,111.9575001,0.496251375,18.65958335,,
52.23,72.510002,114.849998,47.869999,70.440002,160.639999,330.540009,40.919998,111.2500009,0.70749925,18.54166681,,
51.369999,73.110001,113.800003,47.93,70.82,161.429993,326.540009,40.919998,110.7400004,0.5100005,18.45666673,,
52.619999,73.900002,113.889999,48.700001,70.830002,161.889999,324.929993,41.259998,111.0024991,-0.26249875,18.50041652,,
52.419998,73.879997,113.300003,49.139999,69.970001,164.160004,323.049988,41.16,110.8849988,0.117500375,18.48083313,,
51.950001,74.040001,111.209999,49.389999,71.419998,164.160004,327.820007,40.84,111.3537511,-0.468752375,18.55895852,,
51.169998,73.639999,111.599998,48.709999,71.720001,162.789993,316.480011,40.720001,109.60375,1.750001125,18.26729167,,
50.630001,73.540001,109.370003,48.52,71.410004,161.919998,311.51001,40.139999,108.380002,1.223748,18.06333367,,
49.18,74.029999,108.400002,48.650002,71.699997,163.300003,312.01001,40.470001,108.4675018,-0.08749975,18.07791696,,
49.630001,74.610001,108.669998,48.549999,71.699997,163.490005,305.109985,40.450001,107.7762484,0.691253375,17.96270806,,
48.669998,75.019997,108.550003,48.290001,71.599998,162.070007,299.859985,39.939999,106.7499985,1.026249875,17.79166642,,
47.98,74.309998,107.800003,47.790001,72.099998,161.460007,296.640015,39.810001,105.9862529,0.763745625,17.66437548,,
48.279999,74.419998,108.129997,47.259998,71.370003,161.820007,296.519989,39.290001,105.886249,0.100003875,17.64770817,,
47.130001,73.650002,107.720001,47.25,71.07,162.649994,302.809998,39.130001,106.4262496,-0.540000625,17.73770827,,
46.720001,73.699997,108.010002,46.73,69.910004,164.360001,305.720001,38.990002,106.767501,-0.341251375,17.7945835,,
46.52,74.449997,107.209999,46.48,70.120003,164.399994,305.459991,39.049999,106.7112479,0.056253125,17.78520798,,
45.84,72.900002,105.900002,45.77,68.57,164.350006,299.070007,38.5,105.1125021,1.59874575,17.51875035,,
45.98,74.779999,106.360001,46.34,67.93,163.460007,294.119995,38.580002,104.6937505,0.418751625,17.44895842,,
46.150002,79.57,105.349998,45.77,68.370003,163.600006,295.589996,38.650002,105.3812509,-0.687500375,17.56354181,,
44.82,79.760002,104.699997,45.709999,67.029999,161.869995,289.970001,38.43,104.0362491,1.34500175,17.33937485,,
43.650002,79.32,104.529999,45.18,67.010002,162.080002,287.059998,38.73,103.4450004,0.59124875,17.2408334,,
42.830002,79.010002,103.629997,44.529999,65.919998,162.179993,313.179993,38.23,106.188748,-2.743747625,17.69812467,,
42.880001,78.010002,102.599998,44.23,65.040001,161.789993,312.970001,37.639999,105.6449994,0.543748625,17.6074999,,
40.48,77.150002,101.269997,44.189999,66.43,163.229996,315.329987,38.349998,105.8037474,-0.158748,17.6339579,,
39.400002,75.379997,98.220001,42.810001,64.68,169.100006,306.209991,37.799999,104.1999996,1.60374775,17.3666666,,
38.98,73.75,96.809998,42.790001,64.519997,182.050003,303.640015,37.869999,105.0512516,-0.851252,17.50854194,,
38.5,70.580002,95.410004,42.220001,62.860001,179.839996,302.859985,37.560001,103.7287488,1.322502875,17.28812479,,
38.080002,70.32,95.18,42.099998,62.189999,181.75,305.970001,38.299999,104.2362499,-0.507501125,17.37270831,,
39,72.050003,98.57,43.560001,60.880001,183.800003,308.309998,38.459999,105.5787506,-1.34250075,17.59645844,,
40.07,72.519997,99.809998,43.490002,61.68,183.520004,306.450012,38.23,105.7212516,-0.142501,17.6202086,,
41.07,72.760002,100.300003,43.950001,63.290001,185.929993,311.390015,38.099998,107.0987516,-1.3775,17.84979194,,
41.25,75.849998,100.610001,45.740002,65.660004,186.419998,315.369995,38.740002,108.705,-1.606248375,18.1175,,
41.290001,75.099998,98.309998,45.34,67.989998,189.360001,322.700012,39.02,109.888751,-1.183751,18.31479183,,
41.290001,76.239998,98.730003,45.419998,65.959999,185.710007,316.980011,38.459999,108.598752,1.289999,18.099792,,
41.73,76.849998,99.419998,45.919998,67.669998,189.039993,322.200012,39.080002,110.2387499,-1.639997875,18.37312498,,
41.689999,77.260002,99.040001,45.610001,68.400002,188.669998,322.73999,38.889999,110.287499,-0.048749125,18.38124983,,
40.639999,75.639999,98.040001,45.639999,67.059998,186.910004,318.410004,38.27,108.8262505,1.4612485,18.13770842,,
41.240002,75.900002,98.699997,45.849998,67.540001,187.169998,317.459991,38.09,108.9937486,-0.167498125,18.16562477,,
41.23,78.599998,100.529999,46.009998,69.190002,189.830002,322.440002,38.279999,110.76375,-1.770001375,18.460625,,
41.09,77.910004,98.629997,45.759998,69.220001,189.639999,321.820007,38.439999,110.3137506,0.449999375,18.3856251,,
40.799999,77.330002,98.400002,45.759998,68.360001,190.059998,323.209991,38.950001,110.358749,-0.044998375,18.39312483,,
39.799999,77.129997,97.720001,46.029999,67.709999,189.009995,321.929993,38.759998,109.7612476,0.597501375,18.29354127,,
40.099998,77.510002,101.199997,46.34,69.029999,192.309998,328.209991,39.419998,111.7649979,-2.00375025,18.62749965,,
39.27,76.040001,100.540001,46.470001,67.790001,191.619995,323.630005,38.830002,110.5237508,1.241247125,18.42062513,,
40.040001,75.949997,100.580002,46.98,67.199997,193.110001,324.5,39.580002,110.9925,-0.46874925,18.49875,,
43.189999,76.440002,100.5,46.599998,66.940002,194,331.320007,39.799999,112.3487509,-1.356250875,18.72479181,,
43.32,76.519997,101.559998,46.459999,67.910004,193.75,325,41.549999,112.0087496,0.34000125,18.66812494,,
42.959999,75.57,100.589996,46.23,67.300003,192.800003,324,41.139999,111.32375,0.684999625,18.55395833,,
42.959999,73.07,98.889999,46.290001,70.730003,192.960007,327.76001,41.189999,111.7312523,-0.40750225,18.62187538,,
44.009998,73.43,101.440002,46.099998,70.269997,191.809998,323.890015,40.66,111.451251,0.28000125,18.5752085,,
43.200001,77.099998,101.080002,46.599998,70.980003,191.279999,331.190002,40.5,112.7412504,-1.289999375,18.7902084,,
41.560001,77.050003,99.620003,46.470001,72.419998,191.720001,330.519989,40.68,112.5049995,0.236250875,18.75083325,,
41.23,76.510002,97.760002,46.279999,72.330002,191.539993,331.329987,40.709999,112.211248,0.2937515,18.70187467,,
42.060001,76.199997,96.139999,46.419998,72.419998,189.990005,329.75,40.709999,111.7112496,0.499998375,18.6185416,,
41.82,77.010002,98.050003,45.990002,73.389999,190.139999,342.339996,40.639999,113.6725,-1.961250375,18.94541667,,
39.799999,75.599998,98.309998,45.110001,73.129997,191.199997,346.380005,41.27,113.8499994,-0.177499375,18.9749999,,
39.34,75.529999,97.790001,44.720001,72.459999,190.679993,345.950012,41.549999,113.5025005,0.347498875,18.91708342,,
39.599998,75.599998,98.580002,44.529999,72.43,191.949997,339,41.900002,112.9487495,0.553751,18.82479158,,
39.299999,74.82,102.720001,44.849998,72.099998,191.559998,342.380005,41.66,113.6737499,-0.725000375,18.94562498,,
38.669998,74.010002,102.199997,44.860001,71.900002,192.300003,339.040009,41.529999,113.0637514,0.6099985,18.84395856,,
38.57,73.730003,101.559998,44.610001,71.370003,192,340.019989,41.27,112.8912493,0.172502125,18.81520821,,
38.720001,74.459999,100.699997,44.759998,71.550003,192.25,343.179993,41.639999,113.4074988,-0.5162495,18.90124979,,
37.919998,74.730003,100.860001,44.939999,71.529999,192.990005,341.829987,41.84,113.329999,0.07749975,18.88833317,,
38.220001,74.790001,101.279999,45.040001,71.82,191.160004,334.019989,41.740002,112.2587496,1.071249375,18.7097916,,
38.200001,73.57,100.190002,45.07,72.040001,190.410004,331.589996,41.630001,111.5875006,0.671249,18.59791677,,
37.75,74.410004,100.110001,44.830002,71.730003,191.229996,332.910004,41.580002,111.8187515,-0.231250875,18.63645858,,
37.75,74.620003,99.949997,44.900002,71.019997,190.100006,335.779999,41.25,111.9212505,-0.102499,18.65354175,,
37.939999,74.510002,99.32,44.830002,72.050003,190.070007,335.130005,41.41,111.9075023,0.01374825,18.65125038,,
37.77,73.959999,97.980003,44.68,71.059998,189.360001,334.529999,40.639999,111.2474999,0.660002375,18.54124998,,
36.57,73,96.860001,44.400002,70.07,187.380005,333.630005,40.279999,110.2737515,0.973748375,18.37895858,,
36.419998,73.690002,96.800003,44.009998,70.050003,187.880005,333.209991,40.220001,110.2850001,-0.011248625,18.38083335,,
36.450001,73.050003,96.040001,43.52,69.790001,187.949997,326.279999,40.240002,109.1650005,1.119999625,18.19416675,,
35.990002,72.220001,95.610001,43,68.790001,187.339996,319.320007,39.900002,107.7712513,1.39374925,17.96187521,,
36.150002,73.059998,94.839996,43.02,68.970001,187.470001,318.329987,39.919998,107.7199979,0.051253375,17.95333298,,
35.959999,72.559998,93.279999,42.91,68.389999,186.630005,316.799988,39.939999,107.0587484,0.6612495,17.84312473,,
36,72.699997,94.099998,42.650002,67.830002,184.300003,311.450012,39.669998,106.0875015,0.971246875,17.68125025,,
35.939999,71.790001,94.709999,42.209999,68.230003,185.970001,313.890015,40.16,106.6125021,-0.525000625,17.76875035,,
36.419998,72.18,94.360001,42.830002,68.970001,187.100006,312.320007,39.959999,106.7675018,-0.154999625,17.79458363,,
36.66,72.360001,95.169998,42.810001,68.769997,189.639999,313.649994,40.099998,107.3949985,-0.62749675,17.89916642,,
36.080002,71.550003,94.809998,42.599998,68.940002,189.149994,307.059998,39.610001,106.2249995,1.169999,17.70416658,,
36.490002,72.440002,95.330002,43.080002,69.25,191.669998,312.98999,40.389999,107.7049994,-1.479999875,17.95083323,,
36.990002,74.129997,97.669998,43.290001,71.889999,194,322.51001,40.959999,110.1800008,-2.475001375,18.36333346,,
36.16,73.419998,98.25,43.639999,72.269997,194.570007,320,40.630001,109.8675003,0.3125005,18.31125004,,
36.23,73.849998,97.550003,43.93,72.699997,195.779999,320.410004,40.549999,110.125,-0.25749975,18.35416667,,
36.330002,74.660004,96.639999,44.299999,72.620003,194.399994,324.01001,40.330002,110.4112516,-0.286251625,18.40187527,,
36.549999,74.510002,96.419998,44.32,72.800003,195.240005,358.609985,40.470001,114.8649991,-4.4537475,19.14416652,,
34.919998,69.610001,95.169998,44.619999,72.040001,193.630005,358.140015,40.310001,113.5550023,1.309996875,18.92583371,,
33.84,68.610001,94.120003,44.59,72.260002,194.089996,360.839996,40.43,113.5974998,-0.0424975,18.93291663,,
33.639999,68.5,93.720001,44.220001,71.959999,190.850006,359.76001,40.009998,112.8325018,0.764998,18.80541696,,
33.349998,66.160004,93.019997,44.25,72.550003,192.5,358.660004,40,112.5612508,0.271251,18.76020846,,
33.900002,66.040001,92.57,44.25,71.389999,192.490005,352.450012,39.91,111.6250024,0.936248375,18.60416706,,
34.450001,67.07,94.739998,42.48,72.379997,192.360001,355.899994,40.259998,112.4549986,-0.82999625,18.74249977,,
35.939999,66.260002,95.029999,42.029999,72.290001,188.490005,354.440002,40.540001,111.877501,0.577497625,18.64625017,,
35.950001,66.900002,95.650002,42.040001,72.879997,189.860001,355.320007,40.490002,112.3862516,-0.508750625,18.73104194,,
35.560001,64.790001,94.860001,41.48,72.260002,188,346.200012,40.130001,110.4100023,1.976249375,18.40166704,,
34.970001,63.049999,93.519997,41.049999,71.699997,187.699997,327.920013,40.32,107.5287504,2.881251875,17.9214584,,
35.07,63.150002,94.760002,41.529999,71.57,188.419998,329.970001,40.259998,108.09125,-0.562499625,18.01520833,,
35.66,62.209999,93.919998,41.610001,71.139999,187.220001,323.809998,40.560001,107.0162496,1.075000375,17.8360416,,
36.23,65.120003,94.099998,41.709999,72.68,188.039993,333.549988,40.889999,109.0399975,-2.023747875,18.17333292,,
36.150002,65.760002,93.199997,41.560001,73.57,188.529999,337.48999,41.34,109.6999989,-0.660001375,18.28333315,,
35.91,65.790001,93.089996,41.529999,72.760002,188.389999,332.850006,40.950001,108.9087505,0.791248375,18.15145842,,
35.700001,67.389999,93.129997,41.689999,73.010002,186.350006,332.390015,40.77,108.8037524,0.104998125,18.13395873,,
35.259998,67.129997,92.089996,41.700001,72.360001,181.270004,324.779999,40.529999,106.8899994,1.913753,17.8149999,,
34.549999,66.839996,90.769997,41.509998,72,181.710007,324.570007,40.529999,106.5600004,0.329999,17.76000006,,
33.75,66.900002,89.800003,41.43,72.849998,180.369995,325.690002,40.150002,106.3675003,0.192500125,17.72791671,,
33.650002,65.57,89.650002,41.459999,72.440002,180.720001,327.440002,40.459999,106.4237509,-0.056250625,17.73729181,,
33.990002,65.269997,90.190002,41.560001,72.379997,180.880005,324.160004,40.759998,106.1487508,0.275000125,17.69145846,,
34.220001,64.220001,90.599998,41.689999,72.889999,182.139999,327.23999,41.099998,106.7624981,-0.613747375,17.79374969,,
34.810001,63.349998,90.900002,41.380001,72.610001,181.550003,324.200012,40.82,106.2025023,0.559995875,17.70041704,,
35.200001,64.209999,91.339996,41.330002,72.949997,182.820007,327,42.509998,107.17,-0.96749775,17.86166667,,
35.009998,64.050003,91.349998,41.18,73.080002,183.600006,334.380005,42.810001,108.1825016,-1.012501625,18.03041694,,
34.939999,63.93,91.800003,40.34,67.540001,182.259995,325.619995,42.32,106.0937491,2.0887525,17.68229152,,
35.490002,63.75,91.449997,41.040001,67.620003,182.350006,327.619995,42.150002,106.4337508,-0.340001625,17.73895846,,
37.060001,63.830002,90.879997,40.860001,66.82,182.559998,326.269989,42.139999,106.3024984,0.131252375,17.71708306,,
36.790001,64.059998,91.900002,40.290001,66.559998,181.220001,325.910004,42,106.0912506,0.21124775,17.6818751,,
36.84,64.900002,93.470001,40.77,67.459999,182.25,335.200012,42.560001,107.9312519,-1.84000125,17.98854198,,
36.52,63.5,93.57,40.860001,66.959999,184.289993,332.410004,42.66,107.5962496,0.33500225,17.93270827,,
36.32,61.790001,91.75,41.02,66.93,186.220001,327.5,42.700001,106.7787504,0.81749925,17.7964584,,
36.080002,62.150002,91.75,41.240002,66.910004,186.369995,329.670013,42.630001,107.1000024,-0.321252,17.8500004,,
