fecha,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees;Max TemperatureC;Mean TemperatureC;Min TemperatureC;Dew PointC;MeanDew PointC;Min DewpointC;Max Humidity; Mean Humidity; Min Humidity; Max Sea Level PressurehPa; Mean Sea Level PressurehPa; Min Sea Level PressurehPa; Max VisibilityKm; Mean VisibilityK
2015-2-3,3,-3,-9,-4,-7,-10,93,81,56,1028,1025,1022,8,8,8,27,14,,0.00,6,,74;;;;;;;;;;;;;;
2015-2-4,9,1,-6,-1,-4,-7,100,75,46,1022,1019,1016,10,7,5,26,14,,0.00,3,,83;;;;;;;;;;;;;;
2015-2-5,10,4,-1,0,-2,-3,87,74,50,1020,1017,1015,10,8,5,21,10,,0.00,7,Rain,21;;;;;;;;;;;;;;
2015-2-6,-1,-3,-4,-3,-4,-6,93,84,75,1024,1022,1019,10,9,3,24,18,,0.00,8,Snow,307;;;;;;;;;;;;;;
2015-2-7,4,-1,-5,-1,-3,-6,93,79,61,1024,1019,1011,10,10,10,27,11,,0.00,5,,162;;;;;;;;;;;;;;
2015-2-8,8,4,1,4,2,-1,93,84,71,1011,1006,1003,10,10,10,27,23,,0.00,6,,191;;;;;;;;;;;;;;
2015-2-9,1,-1,-3,0,-3,-4,100,89,80,1015,1013,1011,10,9,1,24,16,,0.00,6,Fog-Rain,37;;;;;;;;;;;;;;
2015-2-10,10,4,-1,6,2,-1,100,93,76,1013,1011,1007,10,2,0,16,11,,0.00,7,Fog,65;;;;;;;;;;;;;;
2015-2-11,8,4,2,5,3,1,100,89,71,1015,1011,1007,10,6,0,24,10,,0.00,8,Fog,256;;;;;;;;;;;;;;
2015-2-12,6,2,-1,1,-1,-3,93,82,61,1025,1021,1015,10,10,10,21,14,,0.00,8,,349;;;;;;;;;;;;;;
2015-2-13,4,0,-3,0,-3,-5,93,79,65,1025,1022,1020,10,10,10,21,11,,0.00,8,,55;;;;;;;;;;;;;;
2015-2-14,6,3,2,3,1,-1,93,82,66,1022,1020,1019,10,8,1,16,10,,0.00,8,Rain,225;;;;;;;;;;;;;;
2015-2-15,3,-1,-4,0,-3,-5,100,86,65,1023,1022,1021,10,9,0,14,10,,0.00,5,Fog,327;;;;;;;;;;;;;;
2015-2-16,6,0,-5,-1,-3,-6,93,77,53,1021,1020,1019,10,9,5,14,8,,0.00,7,,166;;;;;;;;;;;;;;
2015-2-17,9,4,0,0,-2,-4,93,70,40,1024,1022,1020,10,10,10,14,8,,0.00,8,,61;;;;;;;;;;;;;;
2015-2-18,9,3,-3,-1,-2,-4,93,72,46,1026,1024,1021,,,,21,10,,0.00,,,66;;;;;;;;;;;;;;
2015-2-19,5,1,-3,0,-5,-8,87,75,64,1023,1021,1020,10,10,10,23,11,,0.00,8,Snow,337;;;;;;;;;;;;;;
2015-2-20,5,1,-3,-1,-5,-8,86,68,56,1020,1018,1017,10,10,10,24,14,,0.00,7,Snow,37;;;;;;;;;;;;;;
2015-2-21,5,0,-4,-3,-6,-11,93,68,36,1019,1018,1016,10,9,8,34,23,,0.00,7,,24;;;;;;;;;;;;;;
2015-2-22,6,1,-4,-7,-10,-15,74,47,21,1021,1020,1018,8,6,5,35,27,50,0.00,,,14;;;;;;;;;;;;;;
2015-2-23,7,2,-3,-2,-6,-11,100,72,37,1022,1021,1020,10,6,1,29,23,,0.00,7,Rain-Snow,350;;;;;;;;;;;;;;
2015-2-24,0,-2,-5,-1,-3,-6,100,93,87,1024,1022,1020,10,7,1,16,11,,0.00,7,Snow,267;;;;;;;;;;;;;;
2015-2-25,1,-2,-4,-1,-4,-5,93,89,75,1029,1027,1024,10,9,5,11,6,,0.00,8,,88;;;;;;;;;;;;;;
2015-2-26,4,2,0,0,-1,-1,93,84,70,1033,1031,1029,10,10,8,16,6,,0.00,7,,27;;;;;;;;;;;;;;
2015-2-27,7,2,-3,0,-2,-4,93,78,49,1035,1034,1033,,,,14,10,,0.00,,,17;;;;;;;;;;;;;;
2015-2-28,8,2,-3,-1,-3,-5,86,70,43,1034,1030,1027,,,,16,8,,0.00,,,43;;;;;;;;;;;;;;
2015-3-1,11,4,-2,-2,-3,-5,93,62,33,1026,1022,1018,,,,24,11,,0.00,,,57;;;;;;;;;;;;;;
2015-3-2,10,4,-2,-1,-3,-4,86,66,37,1018,1016,1014,,,,13,8,,0.00,,,38;;;;;;;;;;;;;;
2015-3-3,11,4,-2,2,-1,-3,93,69,38,1017,1016,1015,10,10,10,13,3,,0.00,7,Rain,358;;;;;;;;;;;;;;
2015-3-4,13,7,0,2,-1,-4,93,64,33,1017,1016,1015,,,,10,5,,0.00,,,346;;;;;;;;;;;;;;
2015-3-5,10,7,4,5,3,1,93,78,62,1020,1018,1016,10,9,3,16,6,,0.00,7,Rain,349;;;;;;;;;;;;;;
2015-3-6,7,3,1,3,0,-2,93,75,57,1028,1024,1020,10,10,10,26,14,,0.00,7,,309;;;;;;;;;;;;;;
2015-3-7,6,3,1,0,-1,-2,87,76,57,1030,1029,1027,10,10,8,23,16,,0.00,7,,275;;;;;;;;;;;;;;
2015-3-8,7,3,1,0,-1,-1,87,77,61,1028,1024,1020,10,9,8,23,13,,0.00,8,,147;;;;;;;;;;;;;;
2015-3-9,4,0,-3,1,-4,-8,93,72,45,1032,1026,1020,10,10,10,34,19,,0.00,6,Snow,284;;;;;;;;;;;;;;
2015-3-10,3,0,-3,-4,-5,-7,86,73,56,1036,1034,1031,10,10,10,23,13,,0.00,5,Snow,255;;;;;;;;;;;;;;
2015-3-11,9,3,-2,-3,-4,-7,80,61,34,1035,1034,1033,,,,21,11,,0.00,,,215;;;;;;;;;;;;;;
2015-3-12,12,4,-2,-2,-4,-7,86,54,26,1035,1033,1027,,,,19,10,,0.00,,,114;;;;;;;;;;;;;;
2015-3-13,13,6,-1,-3,-4,-9,86,50,26,1030,1025,1021,,,,24,13,,0.00,,,72;;;;;;;;;;;;;;
2015-3-14,12,6,-1,-1,-3,-10,86,57,24,1029,1026,1023,,,,29,18,,0.00,,,16;;;;;;;;;;;;;;
2015-3-15,8,2,-3,-2,-6,-10,93,59,29,1032,1030,1029,10,10,10,32,18,,0.00,4,,31;;;;;;;;;;;;;;
2015-3-16,10,2,-5,-5,-8,-11,86,48,22,1030,1028,1026,,,,16,6,,0.00,,,60;;;;;;;;;;;;;;
2015-3-17,12,4,-2,-6,-8,-10,74,43,21,1031,1029,1028,,,,24,11,,0.00,,,36;;;;;;;;;;;;;;
2015-3-18,12,4,-2,-2,-6,-8,80,48,26,1031,1029,1027,,,,27,16,,0.00,,,31;;;;;;;;;;;;;;
2015-3-19,12,8,5,-2,-3,-5,61,45,30,1027,1026,1024,,,,16,10,,0.00,,,352;;;;;;;;;;;;;;
2015-3-20,15,8,0,-2,-5,-7,80,44,23,1026,1023,1019,,,,23,13,,0.00,,,38;;;;;;;;;;;;;;
2015-3-21,22,14,7,9,3,-8,66,47,30,1019,1013,1010,10,9,8,35,19,,0.00,6,Rain,139;;;;;;;;;;;;;;
2015-3-22,18,12,7,7,3,-1,81,54,30,1016,1014,1011,10,10,10,24,13,,0.00,4,Rain,329;;;;;;;;;;;;;;
2015-3-23,8,6,4,4,3,0,93,82,66,1014,1007,1003,10,7,2,32,21,35,0.00,8,Rain,10;;;;;;;;;;;;;;
2015-3-24,11,6,2,5,2,0,93,81,62,1029,1019,1006,10,9,3,27,18,,0.00,6,,270;;;;;;;;;;;;;;
2015-3-25,10,6,1,1,-1,-3,87,67,43,1035,1032,1029,,,,14,10,,0.00,,,30;;;;;;;;;;;;;;
2015-3-26,10,4,-1,0,-3,-7,93,61,32,1034,1030,1027,,,,19,10,,0.00,,,27;;;;;;;;;;;;;;
2015-3-27,13,7,0,0,-2,-5,87,57,29,1028,1027,1026,,,,13,8,,0.00,,,350;;;;;;;;;;;;;;
2015-3-28,15,9,3,3,-1,-4,81,58,31,1028,1025,1024,10,10,10,35,10,47,0.00,7,,337;;;;;;;;;;;;;;
2015-3-29,3,-2,-6,-3,-16,-20,65,40,23,1035,1033,1028,10,10,10,40,34,55,0.00,6,,34;;;;;;;;;;;;;;
2015-3-30,1,-4,-8,-15,-17,-20,58,37,20,1038,1034,1028,,,,37,27,45,0.00,,,61;;;;;;;;;;;;;;
2015-3-31,6,1,-3,-15,-17,-19,37,25,16,1027,1021,1016,8,8,8,40,29,48,0.00,,,63;;;;;;;;;;;;;;
2015-4-1,12,7,2,0,-9,-16,66,34,19,1016,1015,1014,,,,21,10,,0.00,,,61;;;;;;;;;;;;;;
2015-4-2,8,6,4,6,3,0,93,81,66,1016,1014,1011,10,10,8,21,10,,0.00,8,Rain,120;;;;;;;;;;;;;;
2015-4-3,14,8,3,8,6,3,100,79,62,1011,1008,1007,10,9,5,16,6,,0.00,6,Rain,226;;;;;;;;;;;;;;
2015-4-4,17,11,5,5,3,1,87,61,34,1013,1012,1011,10,10,10,16,10,,0.00,3,,283;;;;;;;;;;;;;;
2015-4-5,19,12,6,10,4,2,82,60,32,1019,1014,1012,10,10,8,24,13,,0.00,7,Rain,34;;;;;;;;;;;;;;
2015-4-6,16,12,8,9,3,-3,94,63,29,1025,1023,1019,10,10,10,27,16,39,0.00,8,Rain,333;;;;;;;;;;;;;;
2015-4-7,16,9,3,2,-3,-9,87,50,19,1027,1025,1023,,,,21,13,,0.00,,,31;;;;;;;;;;;;;;
2015-4-8,24,14,4,2,0,-3,66,40,18,1023,1019,1016,,,,37,18,,0.00,,,103;;;;;;;;;;;;;;
2015-4-9,27,20,13,6,3,0,55,35,20,1016,1014,1012,,,,35,19,42,0.00,,,132;;;;;;;;;;;;;;
2015-4-10,32,23,15,6,4,2,45,29,15,1013,1011,1009,,,,27,19,,0.00,,,151;;;;;;;;;;;;;;
2015-4-11,32,24,18,9,5,2,56,30,16,1013,1011,1010,,,,29,19,,0.00,,,162;;;;;;;;;;;;;;
2015-4-12,18,16,14,9,8,5,67,57,45,1017,1014,1012,10,8,5,23,18,,0.00,7,,342;;;;;;;;;;;;;;
2015-4-13,15,12,10,10,7,4,88,73,62,1017,1013,1009,10,9,5,34,18,,0.00,7,Rain-Thunderstorm,21;;;;;;;;;;;;;;
2015-4-14,14,11,9,9,7,4,94,72,55,1012,1010,1007,10,8,1,47,19,60,0.00,7,Rain-Thunderstorm,250;;;;;;;;;;;;;;
2015-4-15,16,12,8,8,4,3,81,64,45,1019,1014,1011,10,10,8,35,27,53,0.00,7,Rain,246;;;;;;;;;;;;;;
2015-4-16,22,14,7,9,6,2,93,60,27,1022,1020,1017,,,,19,6,,0.00,,,191;;;;;;;;;;;;;;
2015-4-17,17,13,10,9,5,0,88,59,34,1021,1019,1015,10,10,10,35,16,47,0.00,4,Rain,316;;;;;;;;;;;;;;
2015-4-18,20,13,6,5,2,-1,87,50,24,1021,1019,1016,,,,10,3,,0.00,,,174;;;;;;;;;;;;;;
2015-4-19,24,16,8,4,1,-2,66,39,18,1017,1013,1010,,,,14,5,,0.00,,,144;;;;;;;;;;;;;;
2015-4-20,29,20,12,4,3,1,58,33,16,1010,1008,1007,,,,34,16,47,0.00,,,151;;;;;;;;;;;;;;
2015-4-21,31,22,14,9,4,0,59,31,14,1008,1007,1006,,,,19,11,,0.00,,,205;;;;;;;;;;;;;;
2015-4-22,35,26,16,9,5,1,59,31,12,1006,1004,1001,,,,27,11,,0.00,,,169;;;;;;;;;;;;;;
2015-4-23,24,19,14,9,7,4,56,46,31,1017,1009,1002,,,,35,24,52,0.00,,,347;;;;;;;;;;;;;;
2015-4-24,25,18,10,3,1,-3,58,35,22,1021,1016,1012,10,10,10,24,14,,0.00,6,,37;;;;;;;;;;;;;;
2015-4-25,22,16,11,10,6,1,67,46,28,1012,1008,1005,10,6,0,39,23,50,0.00,6,Rain-Thunderstorm,13;;;;;;;;;;;;;;
2015-4-26,23,16,9,9,5,0,94,54,22,1022,1015,1008,10,9,3,39,21,48,0.00,7,Rain,257;;;;;;;;;;;;;;
2015-4-27,24,18,12,10,7,2,77,50,27,1026,1024,1022,,,,19,11,,0.00,,,334;;;;;;;;;;;;;;
2015-4-28,26,18,11,4,2,-3,58,34,15,1023,1021,1019,,,,24,14,,0.00,,,61;;;;;;;;;;;;;;
2015-4-29,28,20,12,5,2,-1,62,34,16,1020,1018,1016,,,,21,13,35,0.00,,,51;;;;;;;;;;;;;;
2015-4-30,28,20,12,4,1,-2,51,31,15,1018,1016,1015,,,,19,8,27,0.00,,,25;;;;;;;;;;;;;;
2015-5-1,29,20,11,2,1,-1,50,26,14,1016,1014,1013,,,,26,10,,0.00,,,64;;;;;;;;;;;;;;
2015-5-2,32,24,17,5,2,-1,35,22,14,1013,1010,1007,,,,35,18,48,0.00,,,123;;;;;;;;;;;;;;
2015-5-3,31,23,16,14,8,3,64,38,19,1010,1008,1006,10,10,10,27,10,45,0.00,8,Rain-Thunderstorm,163;;;;;;;;;;;;;;
2015-5-4,28,23,18,13,11,8,68,49,30,1012,1008,1005,10,10,10,27,18,,0.00,8,Rain-Thunderstorm,318;;;;;;;;;;;;;;
2015-5-5,29,21,13,13,9,5,88,49,22,1013,1011,1009,,,,21,10,,0.00,,,41;;;;;;;;;;;;;;
2015-5-6,31,24,18,17,13,6,83,54,27,1010,1009,1007,10,10,10,34,11,50,0.00,8,Rain,51;;;;;;;;;;;;;;
2015-5-7,29,22,16,17,14,12,88,61,35,1010,1009,1006,10,10,10,14,11,,0.00,6,,317;;;;;;;;;;;;;;
2015-5-8,22,19,16,17,14,10,94,72,46,1010,1007,1005,10,10,8,32,16,53,0.00,7,Rain-Thunderstorm,274;;;;;;;;;;;;;;
2015-5-9,24,18,13,10,8,5,82,56,29,1014,1012,1010,10,10,10,23,14,42,0.00,3,,250;;;;;;;;;;;;;;
2015-5-10,29,20,12,10,8,4,82,46,21,1014,1013,1011,,,,16,8,,0.00,,,42;;;;;;;;;;;;;;
2015-5-11,30,22,15,11,6,2,67,38,17,1015,1014,1013,,,,24,11,40,0.00,,,42;;;;;;;;;;;;;;
2015-5-12,32,24,18,13,9,6,68,40,20,1016,1014,1012,10,10,10,29,16,32,0.00,8,Rain,100;;;;;;;;;;;;;;
2015-5-13,27,23,20,13,11,8,60,46,34,1014,1012,1011,,,,23,8,,0.00,,,244;;;;;;;;;;;;;;
2015-5-14,29,23,17,14,12,9,82,50,29,1013,1012,1010,10,10,10,21,10,,0.00,6,Rain-Thunderstorm,328;;;;;;;;;;;;;;
2015-5-15,24,20,17,18,16,13,94,77,53,1014,1009,1007,10,10,5,32,14,,0.00,8,Rain-Thunderstorm,28;;;;;;;;;;;;;;
2015-5-16,24,19,14,16,13,7,94,69,34,1016,1013,1006,10,10,10,34,18,,0.00,7,Rain-Thunderstorm,290;;;;;;;;;;;;;;
2015-5-17,26,20,15,15,11,8,77,54,32,1016,1014,1011,10,10,10,14,8,,0.00,7,Rain,218;;;;;;;;;;;;;;
2015-5-18,23,19,15,15,11,6,94,61,33,1018,1014,1010,10,10,10,26,18,,0.00,6,Rain,308;;;;;;;;;;;;;;
2015-5-19,27,20,14,9,6,2,72,41,20,1020,1017,1014,,,,11,8,,0.00,,,208;;;;;;;;;;;;;;
2015-5-20,23,19,15,11,7,4,63,42,29,1018,1015,1011,,,,39,16,50,0.00,,,356;;;;;;;;;;;;;;
2015-5-21,25,19,13,8,4,1,63,38,22,1017,1016,1015,,,,23,11,35,0.00,,,238;;;;;;;;;;;;;;
2015-5-22,25,19,13,10,7,4,68,49,28,1016,1015,1014,10,8,5,103,10,71,0.00,6,,299;;;;;;;;;;;;;;
2015-5-23,26,19,13,10,6,-3,77,46,21,1017,1015,1014,10,8,5,32,14,50,0.00,6,Rain-Thunderstorm,296;;;;;;;;;;;;;;
2015-5-24,25,18,11,6,4,2,71,42,24,1020,1019,1017,,,,23,13,40,0.00,,,358;;;;;;;;;;;;;;
2015-5-25,30,21,12,9,4,1,82,36,15,1020,1019,1017,,,,21,6,,0.00,,,82;;;;;;;;;;;;;;
2015-5-26,33,23,14,8,3,-1,63,30,12,1018,1016,1014,,,,24,10,32,0.00,,,62;;;;;;;;;;;;;;
2015-5-27,33,26,19,8,5,1,49,27,14,1015,1014,1012,,,,24,13,37,0.00,,,53;;;;;;;;;;;;;;
2015-5-28,34,24,16,8,4,-2,59,28,10,1012,1009,1007,,,,21,10,,0.00,,,45;;;;;;;;;;;;;;
2015-5-29,37,27,17,6,3,0,42,21,10,1009,1008,1007,,,,23,13,,0.00,,,46;;;;;;;;;;;;;;
2015-5-30,38,28,18,9,4,-1,49,23,9,1010,1009,1008,10,9,5,29,10,45,0.00,8,,78;;;;;;;;;;;;;;
2015-5-31,39,28,18,11,4,-2,49,24,8,1013,1011,1010,,,,21,8,,0.00,,,39;;;;;;;;;;;;;;
2015-6-1,38,29,20,12,6,2,43,25,11,1016,1014,1013,,,,19,10,,0.00,,,33;;;;;;;;;;;;;;
2015-6-2,37,29,22,14,10,7,45,29,16,1018,1017,1015,,,,19,8,,0.00,,,34;;;;;;;;;;;;;;
2015-6-3,38,31,24,15,9,5,47,27,13,1018,1015,1013,,,,14,8,,0.00,,,142;;;;;;;;;;;;;;
2015-6-4,39,31,23,11,6,2,36,22,11,1013,1011,1009,8,8,8,19,10,,0.00,,,162;;;;;;;;;;;;;;
2015-6-5,40,32,25,14,11,5,47,28,12,1010,1008,1007,10,10,10,32,11,45,0.00,1,,200;;;;;;;;;;;;;;
2015-6-6,37,30,23,15,11,5,53,31,14,1013,1011,1008,8,6,5,21,13,,0.00,1,,318;;;;;;;;;;;;;;
2015-6-7,37,29,22,17,12,8,69,37,19,1012,1010,1006,8,8,5,45,14,52,0.00,,,53;;;;;;;;;;;;;;
2015-6-8,27,22,18,16,7,2,73,39,21,1023,1018,1012,,,,37,23,55,0.00,,,313;;;;;;;;;;;;;;
2015-6-9,31,23,15,10,5,0,68,34,14,1024,1022,1018,,,,13,5,,0.00,,,159;;;;;;;;;;;;;;
2015-6-10,36,26,16,11,3,-2,46,25,9,1018,1013,1008,,,,24,10,,0.00,,,76;;;;;;;;;;;;;;
2015-6-11,37,28,19,12,7,1,52,29,10,1008,1005,1004,,,,24,11,,0.00,,,299;;;;;;;;;;;;;;
2015-6-12,39,30,21,15,9,3,64,32,12,1006,1005,1003,,,,16,5,,0.00,,,254;;;;;;;;;;;;;;
2015-6-13,35,29,23,14,7,0,42,27,14,1012,1006,1002,8,6,5,40,16,60,0.00,,,293;;;;;;;;;;;;;;
2015-6-14,31,24,18,8,4,0,49,29,15,1017,1014,1012,,,,26,13,37,0.00,,,325;;;;;;;;;;;;;;
2015-6-15,30,22,14,6,1,-3,59,25,12,1018,1016,1014,,,,29,14,42,0.00,,,45;;;;;;;;;;;;;;
2015-6-16,35,26,17,3,-2,-4,30,16,8,1015,1012,1009,,,,29,18,48,0.00,,,69;;;;;;;;;;;;;;
2015-6-17,36,28,20,7,2,0,33,19,10,1010,1008,1005,,,,29,16,48,0.00,,,55;;;;;;;;;;;;;;
2015-6-18,39,29,19,9,4,0,46,22,9,1005,1004,1003,,,,29,11,,0.00,,,26;;;;;;;;;;;;;;
2015-6-19,39,31,23,13,8,1,47,26,10,1005,1004,1003,,,,23,11,,0.00,,,334;;;;;;;;;;;;;;
2015-6-20,39,30,22,14,8,1,53,26,10,1006,1004,1003,,,,21,13,,0.00,,,342;;;;;;;;;;;;;;
2015-6-21,40,31,22,13,7,3,50,25,11,1006,1005,1004,,,,27,11,,0.00,,,15;;;;;;;;;;;;;;
2015-6-22,37,30,23,13,11,8,47,30,17,1007,1005,1004,,,,24,13,37,0.00,,,1;;;;;;;;;;;;;;
2015-6-23,36,30,24,13,8,2,47,27,12,1006,1005,1004,,,,27,16,45,0.00,,,347;;;;;;;;;;;;;;
2015-6-24,36,28,20,9,6,0,46,25,11,1007,1005,1004,,,,26,16,34,0.00,,,330;;;;;;;;;;;;;;
2015-6-25,37,29,21,12,7,2,38,26,12,1004,1002,1000,,,,21,11,,0.00,,,317;;;;;;;;;;;;;;
2015-6-26,38,30,23,15,11,7,44,31,16,1000,999,998,,,,23,13,,0.00,,,312;;;;;;;;;;;;;;
2015-6-27,38,30,23,17,13,8,65,36,17,1001,1000,998,,,,21,10,,0.00,,,339;;;;;;;;;;;;;;
2015-6-28,38,31,24,18,14,11,69,38,20,1007,1004,1002,,,,14,6,,0.00,,,336;;;;;;;;;;;;;;
2015-6-29,41,32,24,19,12,5,69,32,13,1009,1008,1006,,,,14,3,,0.00,,,274;;;;;;;;;;;;;;
2015-6-30,43,34,26,17,12,4,51,27,10,1010,1009,1008,,,,16,3,,0.00,,,288;;;;;;;;;;;;;;
2015-7-1,43,34,25,18,11,3,57,25,9,1010,1009,1007,,,,19,10,,0.00,,,320;;;;;;;;;;;;;;
2015-7-2,41,33,26,18,13,10,54,31,16,1011,1009,1008,8,8,8,26,8,,0.00,,,322;;;;;;;;;;;;;;
2015-7-3,37,31,26,16,11,6,47,29,15,1012,1011,1010,,,,14,10,,0.00,,,331;;;;;;;;;;;;;;
2015-7-4,39,33,27,13,9,6,33,24,17,1011,1009,1007,8,8,8,37,10,50,0.00,,,49;;;;;;;;;;;;;;
2015-7-5,31,26,20,10,4,-2,46,26,14,1016,1015,1012,,,,21,16,,0.00,,,355;;;;;;;;;;;;;;
2015-7-6,34,27,19,12,8,3,56,31,16,1015,1013,1010,,,,16,6,,0.00,,,328;;;;;;;;;;;;;;
2015-7-7,37,29,21,14,9,4,60,30,13,1010,1007,1005,,,,16,6,,0.00,,,224;;;;;;;;;;;;;;
2015-7-8,34,28,23,14,10,-1,57,33,17,1011,1009,1006,,,,24,13,,0.00,,,346;;;;;;;;;;;;;;
2015-7-9,33,24,17,8,3,-3,42,23,12,1013,1011,1010,,,,16,11,,0.00,,,340;;;;;;;;;;;;;;
2015-7-10,35,28,22,9,6,3,41,25,13,1011,1009,1008,,,,23,10,,0.00,,,342;;;;;;;;;;;;;;
