CST,Temperatura m\'e1ximaC,Temperatura mediaC,Temperatura m\'ednimaC,Punto de roc\'edoC,MeanDew PointC,Min DewpointC,Max Humedad, Mean Humedad, Min Humedad, Max Presi\'f3n al nivel del marhPa, Mean Presi\'f3n al nivel del marhPa, Min Presi\'f3n al nivel del marhPa, Max VisibilidadKm, Mean VisibilidadKm, Min VisibilidadkM, Max Velocidad del vientoKm/h, Mean Velocidad del vientoKm/h, Max Velocidad de r\'e1fagasKm/h,Precipitaci\'f3nmm, CloudCover, Eventos,WindDirDegrees\
2013-10-8,22,17,13,13,8,5,82,57,29,1024,1020,1014,24,11,7,14,6, ,0.00, ,Lluvia,168\
2013-10-9,21,16,10,12,11,8,88,74,52,1014,1011,1008,10,4,3,26,6, ,0.00,3, ,46\
2013-10-10,23,18,11,13,4,-4,88,47,16,1015,1011,1006,31,6,1,50,14,68,0.00, , ,333\
2013-10-11,23,14,7,8,3,-2,81,49,21,1017,1015,1013,21,14,6,18,6, ,0.00, , ,126\
2013-10-12,22,14,8,10,6,3,82,55,25,1020,1018,1016,19,10,8,14,6, ,0.00,8,Lluvia,12\
2013-10-13,18,16,14,13,8,3,89,64,37,1020,1019,1017,23,9,5,18,6, ,1.02,8,Lluvia,74\
2013-10-14,15,10,5,13,1,-8,95,51,20,1033,1026,1019,31,10,5,29,10,43,0.00, ,Lluvia,19\
2013-10-15,17,9,1,0,-7,-14,75,36,10,1034,1030,1027,31,27,21,14,8, ,0.00, , ,14\
2013-10-16,21,11,2,4,-3,-10,81,46,12,1027,1025,1022,31,13,7,18,6,32,0.00, , ,333\
2013-10-17,18,11,4,6,3,-2,87,60,25,1028,1026,1024,8,5,3,18,5, ,0.00, , ,117\
2013-10-18,18,11,5,9,4,2,87,65,33,1027,1025,1023,5,3,2,11,5, ,0.51, ,Lluvia,81\
2013-10-19,20,14,8,9,-1,-7,79,39,13,1027,1025,1024,31,9,3,32,14,55,0.00, ,Lluvia,333\
2013-10-20,20,13,6,2,-2,-7,66,37,14,1027,1025,1022,31,24,11,14,8,26,0.00, , ,55\
2013-10-21,19,11,4,4,2,-3,81,56,21,1024,1023,1021,18,8,5,18,5, ,0.00, , ,135\
2013-10-22,18,11,5,9,4,1,86,65,39,1025,1022,1018,8,5,3,21,6, ,2.03,4,Lluvia,91\
2013-10-23,16,9,3,4,-7,-16,81,35,10,1027,1022,1020,31,24,10,43,16,61,0.00, , ,350\
2013-10-24,17,9,2,-2,-7,-12,56,27,14,1029,1027,1025,31,26,19,32,19,50,0.00, , ,324\
2013-10-25,19,11,4,2,-3,-8,65,39,16,1030,1027,1024,18,18,18,21,11,35,0.00, , ,322\
2013-10-26,18,10,2,2,-2,-7,72,47,15,1025,1022,1019,19,12,6,14,10,29,0.00, , ,342\
2013-10-27,15,8,2,6,2,0,87,65,33,1020,1017,1015,7,5,2,11,5, ,0.00, , ,62\
2013-10-28,17,10,4,8,4,1,87,66,36,1025,1020,1018,3,2,2,14,6, ,0.00,8, ,15\
2013-10-29,17,10,3,6,-2,-10,87,47,11,1030,1028,1025,31,9,2,14,8,29,0.00, , ,20\
2013-10-30,16,8,1,4,-1,-3,81,59,26,1030,1028,1025,16,6,3,14,5,29,0.00, , ,48\
2013-10-31,15,8,2,4,1,-2,90,64,33,1029,1027,1026,8,5,3,14,5, ,0.00, , ,31\
2013-11-1,13,8,3,6,3,1,88,71,47,1028,1026,1024,3,2,2,14,5, ,0.00,8,Niebla-Lluvia,119\
2013-11-2,14,8,3,8,4,1,95,76,55,1024,1022,1020,2,1,0,11,5, ,0.00,8,Niebla,151\
2013-11-3,20,12,4,6,-3,-9,91,37,11,1029,1024,1021,31,11,1,35,13,47,0.00, , ,333\
2013-11-4,18,10,3,0,-3,-7,70,44,18,1030,1028,1025,29,27,24,14,6,26,0.00, , ,349\
2013-11-5,13,9,4,4,1,-1,81,57,34,1025,1021,1018,8,5,3,11,5, ,0.00,8, ,65\
2013-11-6,18,10,2,4,-7,-20,87,42,5,1022,1017,1014,31,5,3,50,14,72,0.00, , ,331\
2013-11-7,14,7,1,-3,-10,-15,56,29,11,1023,1021,1018,26,12,8,26,13,35,0.00, , ,252\
2013-11-8,14,7,0,1,-3,-6,75,54,22,1022,1020,1018,8,7,3,11,3, ,0.00, , ,33\
2013-11-9,16,9,3,2,-6,-27,70,39,8,1031,1024,1021,19,6,4,47,11, ,0.00, , ,349\
2013-11-10,11,6,0,-11,-25,-31,38,10,4,1034,1029,1024,31,24,14,40,26,58,0.00, , ,310\
2013-11-11,13,6,-2,-6,-12,-17,64,30,8,1031,1028,1024,31,13,8,21,8,35,0.00, , ,331\
2013-11-12,16,7,-2,-4,-7,-10,69,40,13,1027,1025,1023,31,12,6,14,6, ,0.00, , ,42\
2013-11-13,10,6,1,1,-2,-5,75,62,35,1025,1021,1018,8,4,3,11,5, ,0.00, , ,52\
2013-11-14,15,8,0,-2,-9,-16,75,31,7,1020,1019,1017,31,8,3,32,13,55,0.00, , ,301\
2013-11-15,16,7,-2,-3,-8,-13,75,40,9,1020,1017,1014,14,7,5,18,6, ,0.00, , ,192\
2013-11-16,13,8,3,-3,-12,-17,56,25,10,1025,1019,1014,31,12,5,55,21,76,0.00, , ,320\
2013-11-17,10,4,-2,-8,-15,-21,64,26,7,1027,1024,1022,31,27,11,47,13,58,0.00, , ,340\
2013-11-18,10,4,-1,-9,-17,-21,40,18,8,1028,1027,1025,31,31,31,32,19,55,0.00, , ,347\
2013-11-19,8,3,-1,-9,-16,-20,51,24,10,1028,1025,1022,31,23,10,18,10, ,0.00, , ,44\
2013-11-20,13,4,-5,-7,-11,-13,60,37,12,1026,1023,1022,31,14,6,14,6, ,0.00, , ,3\
2013-11-21,13,4,-3,-4,-8,-12,74,44,13,1027,1026,1024,26,8,5,11,5,26,0.00, , ,346\
2013-11-22,13,4,-3,-3,-8,-12,72,44,16,1027,1024,1021,18,6,3,18,6, ,0.00, , ,334\
2013-11-23,16,7,-2,-2,-6,-12,75,46,14,1022,1020,1018,8,5,2,14,6, ,0.00, , ,349\
2013-11-24,11,7,3,-1,-10,-16,60,32,11,1020,1015,1012,18,8,3,40,10,64,0.00,8, ,339\
2013-11-25,7,3,-4,-10,-16,-22,50,21,8,1020,1017,1014,31,19,5,40,24,55,0.00, , ,311\
2013-11-26,8,1,-5,-9,-20,-29,64,24,4,1026,1019,1017,31,13,6,43,13,58,0.00, , ,329\
2013-11-27,0,-2,-4,-21,-27,-30,26,13,4,1030,1027,1025,31,30,27,47,31,64,0.00, , ,327\
2013-11-28,6,1,-4,-17,-26,-33,18,11,4,1029,1026,1024,31,25,10,40,24,55,0.00, , ,300\
2013-11-29,13,4,-4,-9,-15,-18,47,24,6,1024,1020,1016,14,8,5,18,11,32,0.00, , ,282\
2013-11-30,11,4,-2,-9,-15,-20,51,26,7,1027,1023,1017,31,17,7,21,10,26,0.00, , ,7\
2013-12-1,12,2,-7,-7,-13,-18,61,33,9,1026,1023,1020,19,9,3,14,5,32,0.00, , ,299\
2013-12-2,12,3,-5,-7,-12,-16,69,38,12,1021,1019,1017,11,7,3,14,6, ,0.00, , ,353\
2013-12-3,15,6,-3,-7,-12,-16,59,29,8,1024,1022,1020,31,11,5,18,10,35,0.00, , ,329\
2013-12-4,14,4,-4,-5,-10,-13,69,38,12,1021,1020,1018,16,6,2,14,6, ,0.00, , ,11\
2013-12-5,10,4,-1,-3,-13,-18,48,26,7,1027,1024,1021,31,14,6,21,8, ,0.00, , ,48\
2013-12-6,10,2,-5,-3,-9,-12,75,47,20,1022,1020,1017,8,6,3,14,3,26,0.00, , ,59\
2013-12-7,6,1,-5,-1,-5,-9,81,67,45,1022,1020,1018,7,4,2,11,5, ,0.00, , ,50\
2013-12-8,11,6,1,2,-7,-16,88,48,10,1024,1021,1018,31,4,0,50,11,61,0.00, ,Niebla,348\
2013-12-9,7,2,-3,-11,-16,-20,51,25,9,1026,1024,1022,31,26,6,40,23,55,0.00, , ,338\
2013-12-10,6,0,-6,-10,-16,-22,58,31,9,1023,1020,1016,31,17,5,55,14,68,0.00, , ,335\
2013-12-11,7,0,-6,-13,-19,-22,54,22,9,1023,1020,1016,31,25,6,35,18,55,0.00, , ,305\
2013-12-12,1,-3,-8,-14,-23,-34,54,22,5,1026,1022,1016,31,23,6,47,16,64,0.00, , ,354\
2013-12-13,3,-4,-11,-14,-21,-26,57,26,8,1028,1026,1023,16,11,6,14,6, ,0.00, , ,89\
2013-12-14,5,-2,-10,-12,-22,-29,53,24,6,1032,1029,1026,31,18,6,14,8, ,0.00, , ,8\
2013-12-15,5,-1,-7,-13,-21,-25,43,23,6,1036,1033,1032,31,10,5,21,8, ,0.00, , ,30\
2013-12-16,2,-3,-8,-11,-14,-18,58,40,17,1034,1031,1029,8,6,3,11,5, ,0.00, , ,30\
2013-12-17,2,-2,-5,-5,-17,-21,82,31,13,1037,1033,1031,31,8,3,26,11, ,0.00, , ,27\
2013-12-18,1,-6,-12,-13,-19,-23,49,31,14,1037,1033,1029,31,20,5,26,13, ,0.00, , ,30\
2013-12-19,1,-5,-11,-13,-19,-22,53,35,11,1033,1031,1029,31,14,5,18,10, ,0.00, , ,21\
2013-12-20,3,-4,-11,-15,-18,-22,57,32,9,1037,1034,1032,31,17,6,14,10, ,0.00, , ,20\
2013-12-21,4,-3,-9,-12,-18,-22,53,31,13,1037,1035,1033,31,12,3,14,8,29,0.00, , ,359\
2013-12-22,2,-4,-9,-11,-14,-17,68,47,18,1034,1032,1030,10,5,2,11,5, ,0.00, , ,28\
2013-12-23,6,-2,-10,-11,-15,-19,73,41,14,1036,1032,1030,27,6,2,18,8, ,0.00, , ,25\
2013-12-24,2,-3,-9,-8,-11,-15,74,58,30,1037,1034,1031,5,3,2,6,3, ,0.00, , ,21\
2013-12-25,7,-1,-8,-8,-14,-24,80,45,10,1032,1028,1024,26,4,2,58,14,76,0.00, , ,339\
2013-12-26,2,-2,-6,-21,-23,-26,26,18,7,1036,1034,1032,31,30,29,43,32,58,0.00, , ,331\
2013-12-27,1,-2,-6,-16,-21,-24,36,21,9,1034,1030,1027,31,21,8,26,14,43,0.00, , ,323\
2013-12-28,2,-2,-6,-16,-22,-27,34,19,5,1029,1026,1024,31,21,8,35,18,43,0.00, , ,298\
2013-12-29,7,-1,-8,-15,-22,-26,33,16,5,1024,1019,1016,19,9,5,29,13,40,0.00, , ,252\
2013-12-30,8,3,-2,-16,-22,-24,19,13,6,1017,1016,1014,31,21,6,35,19,61,0.00, , ,283\
2013-12-31,10,2,-5,-13,-18,-21,46,18,8,1015,1012,1010,29,20,11,40,16,61,0.00, , ,294}
