EST,Temperatura máximaC,Temperatura mediaC,Temperatura mínimaC,Punto de rocíoC,MeanDew PointC,Min DewpointC,Max Humedad, Mean Humedad, Min Humedad, Max Presión al nivel del marhPa, Mean Presión al nivel del marhPa, Min Presión al nivel del marhPa, Max VisibilidadKm, Mean VisibilidadKm, Min VisibilidadkM, Max Velocidad del vientoKm/h, Mean Velocidad del vientoKm/h, Max Velocidad de ráfagasKm/h,Precipitaciónmm, CloudCover, Eventos,WindDirDegrees
2013-1-1,4,1,-3,-3,-6,-13,64,54,44,1016,1012,1010,16,16,16,24,11,42,0.00,5, ,283
2013-1-2,1,-2,-6,-9,-12,-13,57,48,39,1022,1018,1016,16,16,16,24,9,35,0.00,0, ,299
2013-1-3,0,-2,-4,-8,-10,-11,68,56,43,1022,1020,1018,16,16,16,21,7,32,0.00,2, ,272
2013-1-4,3,1,-1,-6,-7,-8,63,56,48,1019,1016,1014,16,16,16,29,13,45,0.00,3, ,268
2013-1-5,6,3,0,-6,-7,-9,56,48,39,1025,1022,1016,16,16,16,27,11,42,0.00,1, ,285
2013-1-6,8,4,1,-1,-3,-6,89,67,45,1023,1019,1015,16,13,8,21,11,32,T,5, ,257
2013-1-7,7,5,3,-3,-5,-8,64,50,36,1029,1025,1018,16,16,16,26,9,40,0.00,0, ,291
2013-1-8,9,6,2,-1,-3,-4,70,59,48,1030,1028,1027,16,15,11,27,10,40,0.00,0, ,251
2013-1-9,9,7,4,2,0,-3,76,65,54,1029,1025,1021,16,13,6,23,7,35,0.00,3, ,265
2013-1-10,8,7,4,-1,-5,-7,62,48,34,1034,1031,1024,16,16,16,24,11,35,0.00,0, ,304
2013-1-11,8,6,3,7,2,-6,100,74,48,1034,1026,1019,16,10,2,16,7,23,13.97,5,Lluvia,76
2013-1-12,8,7,6,7,6,5,100,93,86,1023,1020,1018,13,6,2,16,6,23,0.51,8,Lluvia,43
2013-1-13,10,8,6,9,7,6,100,93,86,1022,1020,1016,16,7,1,19,4,29,0.00,8,Niebla,160
2013-1-14,13,8,3,12,7,-2,100,73,46,1026,1019,1013,16,9,1,23,5,34,2.29,7,Niebla-Lluvia,316
2013-1-15,3,3,2,1,-3,-5,89,72,54,1027,1025,1023,16,15,10,21,11,31,3.05,8,Lluvia,38
2013-1-16,3,2,0,1,0,-2,96,83,70,1023,1015,1010,14,8,3,26,8,43,17.53,7,Lluvia,356
2013-1-17,6,4,2,0,-3,-6,82,66,49,1019,1016,1013,16,16,16,21,9,32,0.00,3, ,318
2013-1-18,2,-1,-4,-6,-13,-17,61,46,31,1032,1027,1016,16,16,14,23,11,37,0.00,3, ,323
2013-1-19,11,5,-1,-3,-6,-12,64,48,32,1029,1021,1013,16,16,16,32,16,52,0.00,0, ,237
2013-1-20,12,6,-1,-2,-7,-13,64,41,18,1017,1010,1005,16,16,16,37,18,60,0.00,0, ,270
2013-1-21,0,-2,-3,-9,-12,-15,58,47,35,1019,1015,1010,16,16,16,24,8,35,0.00,5, ,270
2013-1-22,-3,-7,-11,-12,-18,-22,58,43,28,1023,1017,1010,16,16,11,32,17,47,T,2, ,297
2013-1-23,-7,-9,-12,-18,-21,-22,53,42,31,1024,1023,1021,16,16,16,27,13,42,0.00,2, ,292
2013-1-24,-6,-8,-11,-17,-19,-22,61,46,31,1029,1024,1020,16,16,16,32,14,50,0.00,1, ,311
2013-1-25,-4,-7,-11,-8,-13,-19,84,62,39,1030,1024,1018,16,10,1,24,11,37,1.78,4,Nieve,284
2013-1-26,-3,-6,-9,-11,-14,-16,80,59,38,1028,1022,1017,16,16,16,27,11,43,0.00,0, ,303
2013-1-27,1,-3,-7,-12,-13,-14,67,50,33,1033,1031,1029,16,16,16,23,9,34,0.00,0, ,289
2013-1-28,2,1,-2,1,-3,-12,96,69,42,1032,1023,1016,16,8,1,21,8,32,5.59,7,Lluvia-Nieve,233
2013-1-29,9,6,2,5,3,1,93,82,70,1021,1019,1016,13,7,3,16,7,47,1.52,8,Lluvia,119
2013-1-30,15,9,4,12,8,3,100,89,77,1018,1008,994,16,7,0,24,8,37,1.02,7,Niebla-Lluvia,121
2013-1-31,16,8,-1,14,2,-13,93,63,32,1008,993,984,16,11,1,42,20,69,22.86,5,Niebla-Lluvia,251
2013-2-1,-1,-2,-4,-11,-13,-16,60,46,31,1024,1014,1009,16,16,16,24,14,52,0.00,3, ,287
2013-2-2,-2,-4,-7,-7,-12,-16,81,58,34,1026,1021,1018,16,12,2,26,10,42,0.51,5,Nieve,268
2013-2-3,-1,-3,-4,-6,-8,-10,81,67,53,1017,1012,1009,16,13,3,16,6,24,0.51,6,Nieve,342
2013-2-4,-1,-3,-5,-7,-13,-14,69,54,39,1015,1013,1009,16,16,11,27,12,52,0.00,2, ,282
2013-2-5,0,-1,-2,-2,-4,-9,85,68,50,1015,1013,1012,16,8,3,21,8,24,0.51,8,Nieve,47
2013-2-6,4,1,-2,-2,-7,-18,92,62,31,1028,1020,1013,16,12,4,24,7,35,0.00,3, ,301
2013-2-7,0,-2,-3,-6,-12,-17,59,44,29,1033,1030,1027,16,16,16,16,9,21,0.00,3, ,68
2013-2-8,1,-1,-3,-1,-2,-5,92,78,63,1026,1011,1004,16,5,0,40,22,60,29.21,8,Niebla-Lluvia-Nieve,53
2013-2-9,0,-3,-6,-3,-8,-15,92,64,36,1027,1015,1008,16,7,0,29,14,50,9.65,3,Niebla-Nieve,313
2013-2-10,2,-3,-8,-6,-12,-14,67,51,35,1032,1029,1027,16,16,16,21,5,32,0.00,0, ,268
2013-2-11,7,4,1,6,4,-9,100,74,47,1026,1012,1005,16,5,1,16,6,29,12.45,7,Niebla-Lluvia,273
2013-2-12,7,4,2,3,-4,-6,83,64,45,1014,1011,1006,16,16,16,27,14,52,0.00,4, ,281
2013-2-13,7,4,1,-1,-4,-7,82,61,40,1014,1009,1006,16,14,4,19,5,29,0.76,3,Nieve,19
2013-2-14,8,4,1,-1,-2,-6,89,63,37,1016,1012,1006,16,14,6,21,7,29,T,3,Nieve,283
2013-2-15,13,8,3,2,-1,-3,76,59,41,1016,1015,1013,16,13,8,26,10,39,0.00,2, ,231
2013-2-16,5,2,-1,1,-4,-11,92,69,45,1015,1012,1007,16,16,11,24,11,40,0.51,8,Nieve,27
2013-2-17,0,-4,-8,-11,-16,-19,47,37,27,1016,1008,1004,16,16,16,40,20,64,0.00,3, ,318
2013-2-18,2,-3,-8,-12,-16,-18,49,39,28,1024,1022,1016,16,16,16,27,13,50,0.00,0, ,288
2013-2-19,9,5,1,6,-2,-12,89,64,38,1022,1012,1005,16,15,8,29,11,45,3.81,4,Lluvia,220
2013-2-20,3,0,-4,-7,-11,-14,54,45,36,1015,1011,1006,16,16,16,35,19,55,0.00,3, ,290
2013-2-21,1,-2,-4,-11,-12,-13,60,49,38,1025,1018,1015,16,16,16,34,16,52,0.00,3, ,302
2013-2-22,3,0,-4,-1,-6,-11,70,59,48,1029,1027,1025,16,16,16,26,11,39,0.00,3, ,64
2013-2-23,6,4,2,4,2,-1,93,85,76,1025,1017,1009,16,7,2,34,14,48,6.60,8,Lluvia,74
2013-2-24,8,5,1,2,0,-7,92,72,52,1014,1009,1007,16,14,3,27,11,52,0.25,7, ,322
2013-2-25,7,4,0,-3,-4,-6,69,57,45,1024,1020,1015,16,16,16,19,7,29,0.00,4, ,333
2013-2-26,7,4,2,1,-1,-3,92,75,57,1026,1022,1012,16,14,5,32,12,45,3.56,5,Lluvia,75
2013-2-27,8,6,2,6,3,1,100,83,65,1013,1003,999,16,6,1,39,18,60,39.62,8,Lluvia,61
2013-2-28,11,7,4,2,0,-3,70,58,46,1004,1002,1001,16,16,11,19,7,31,T,7,Lluvia,277
2013-3-1,7,5,2,-2,-3,-4,75,60,45,1008,1005,1003,16,16,16,24,9,37,0.00,5, ,309
2013-3-2,4,2,-1,-3,-5,-6,69,59,48,1008,1007,1006,16,14,4,21,12,31,T,8,Nieve,305
2013-3-3,4,2,-2,-6,-8,-10,72,56,40,1008,1006,1004,16,16,10,26,12,40,T,5,Nieve,307
2013-3-4,6,2,-3,-8,-8,-11,63,52,40,1012,1009,1008,16,16,16,29,16,47,0.00,2, ,303
2013-3-5,9,4,-1,-3,-6,-8,63,50,37,1017,1015,1013,16,16,16,24,11,40,0.00,1, ,17
2013-3-6,6,4,3,1,-1,-3,82,69,55,1015,1012,1011,16,16,16,48,25,74,0.00,8, ,65
2013-3-7,3,2,1,1,-1,-4,96,78,59,1019,1017,1013,16,8,2,42,16,60,4.83,8,Nieve,16
