
BRST,Temperatura máximaC,Temperatura mediaC,Temperatura mínimaC,Punto de rocíoC,MeanDew PointC,Min DewpointC,Max Humedad, Mean Humedad, Min Humedad, Max Presión al nivel del marhPa, Mean Presión al nivel del marhPa, Min Presión al nivel del marhPa, Max VisibilidadKm, Mean VisibilidadKm, Min VisibilidadkM, Max Velocidad del vientoKm/h, Mean Velocidad del vientoKm/h, Max Velocidad de ráfagasKm/h,Precipitaciónmm, CloudCover, Eventos,WindDirDegrees<br />
2013-1-14,29,26,22,24,22,20,94,86,70,1015,1014,1012,10,9,5,27,13,,0.00,5,Lluvia-Tormenta,230<br />
2013-1-15,30,26,22,24,22,21,94,83,70,1012,1010,1007,10,8,2,29,10,,0.00,7,Lluvia-Tormenta,139<br />
2013-1-16,31,27,23,25,23,22,94,84,66,1010,1008,1006,10,9,6,19,10,,0.00,6,Lluvia,76<br />
2013-1-17,35,29,23,25,23,22,94,80,47,1011,1009,1007,10,7,4,27,14,,0.00,6,Lluvia-Tormenta,9<br />
2013-1-18,30,27,23,24,23,22,94,82,70,1010,1009,1007,10,9,7,26,10,,0.00,3,,155<br />
2013-1-19,30,27,24,24,24,23,100,82,70,1011,1009,1008,10,8,4,24,10,,0.00,4,Lluvia,135<br />
2013-1-20,29,26,23,24,22,21,94,81,70,1014,1011,1009,10,9,5,32,13,39,0.00,5,Lluvia,203<br />
2013-1-21,26,23,22,23,22,21,94,84,78,1018,1015,1013,10,9,4,27,14,39,0.00,5,Lluvia,174<br />
2013-1-22,27,24,22,23,22,20,100,85,69,1019,1017,1016,10,7,3,23,13,,0.00,6,Lluvia,82<br />
2013-1-23,29,26,22,22,21,19,89,73,62,1018,1015,1013,10,10,10,26,11,,0.00,3,,100<br />
2013-1-24,31,27,23,24,22,20,83,73,62,1013,1010,1007,10,10,10,16,8,,0.00,5,,127<br />
2013-1-25,37,31,25,26,24,22,89,63,44,1008,1006,1003,10,10,10,24,11,40,0.00,3,,326<br />
2013-1-26,34,29,24,25,24,23,100,83,55,1012,1008,1005,10,9,4,34,18,,0.00,6,Lluvia,202<br />
2013-1-27,27,24,23,23,22,20,94,82,74,1017,1015,1013,10,9,5,16,8,,0.00,8,Lluvia,88<br />
2013-1-28,28,24,22,22,21,20,94,84,66,1018,1017,1016,10,9,4,23,11,,0.00,8,Lluvia,142<br />
2013-1-29,25,23,22,23,22,21,100,92,88,1017,1016,1015,10,5,3,23,5,,0.00,8,Lluvia,138<br />
2013-1-30,29,26,23,23,22,20,94,79,62,1016,1015,1014,10,10,8,24,10,,0.00,7,,109<br />
2013-1-31,29,27,24,25,23,22,94,83,74,1014,1013,1011,10,10,10,24,10,,0.00,5,,134<br />
2013-2-1,31,28,25,26,24,23,89,80,70,1014,1012,1010,10,10,8,26,10,,0.00,4,Tormenta,132<br />
2013-2-2,32,28,25,26,24,23,89,75,66,1013,1011,1009,10,10,10,23,8,,0.00,2,,140<br />
2013-2-3,34,29,25,26,24,21,94,79,46,1009,1008,1007,10,8,3,23,13,,0.00,5,Lluvia-Tormenta,32<br />
2013-2-4,28,26,23,24,23,21,100,89,70,1013,1010,1007,10,6,3,32,10,,0.00,8,Lluvia,255<br />
2013-2-5,28,24,21,23,22,19,94,86,70,1016,1014,1012,10,6,2,27,10,,0.00,8,Lluvia,96<br />
2013-2-6,28,24,22,23,22,21,94,80,66,1016,1015,1014,10,10,10,23,8,,0.00,6,,105<br />
2013-2-7,29,26,23,24,23,22,94,86,74,1015,1014,1013,10,9,6,24,8,,0.00,6,Lluvia,144<br />
2013-2-8,30,27,24,24,24,23,94,82,66,1014,1013,1012,10,8,5,29,11,,0.00,2,,161<br />
2013-2-9,31,28,25,25,24,24,94,83,70,1015,1013,1012,10,8,5,23,10,,0.00,3,Tormenta,151<br />
2013-2-10,31,28,25,25,24,23,94,80,70,1015,1013,1010,10,10,8,23,8,,0.00,2,,83<br />
2013-2-11,32,28,25,25,24,23,94,75,66,1013,1010,1008,10,8,5,23,8,,0.00,2,,177<br />
2013-2-12,35,30,25,25,23,20,89,68,41,1010,1009,1008,10,10,9,21,10,,0.00,1,,146<br />
2013-2-13,32,28,24,26,24,22,89,79,66,1012,1010,1009,10,10,10,29,10,,0.00,1,,159<br />
2013-2-14,33,28,24,25,24,22,94,76,62,1013,1011,1009,10,8,5,26,8,,0.00,1,,144<br />
2013-2-15,32,27,22,25,23,21,94,79,66,1016,1012,1008,10,8,5,23,8,,0.00,5,,164<br />
2013-2-16,33,29,25,27,24,23,89,75,66,1010,1009,1007,10,10,10,26,11,,0.00,2,,163<br />
2013-2-17,34,30,26,26,24,22,94,74,63,1012,1010,1009,10,9,8,21,8,,0.00,1,,13<br />
2013-2-18,34,29,25,26,24,22,94,70,55,1012,1010,1009,10,10,10,24,11,,0.00,1,,136<br />
2013-2-19,34,30,26,26,24,23,89,75,63,1014,1013,1011,10,10,10,23,11,,0.00,2,,151<br />
2013-2-20,31,28,25,25,23,22,89,71,62,1014,1012,1010,10,9,7,24,10,,0.00,1,,126<br />
2013-2-21,34,29,24,24,23,21,83,67,49,1014,1011,1009,10,10,10,16,10,,0.00,1,,17<br />
2013-2-22,34,29,25,25,24,22,89,71,52,1013,1011,1010,10,10,10,35,14,,0.00,1,,155<br />
2013-2-23,32,29,25,25,24,23,89,77,62,1015,1014,1012,10,10,10,26,13,,0.00,2,,160<br />
2013-2-24,31,27,24,25,23,22,94,74,58,1015,1013,1010,10,10,7,23,11,,0.00,1,,102<br />
2013-2-25,33,28,24,24,23,22,94,70,55,1015,1011,1007,10,10,7,23,11,,0.00,1,,130<br />
2013-2-26,36,29,23,26,24,21,94,79,47,1011,1009,1007,10,9,4,26,11,48,0.00,4,Lluvia-Tormenta,32<br />
2013-2-27,32,27,23,24,23,21,94,78,52,1015,1013,1011,10,10,10,24,10,,0.00,6,,160<br />
2013-2-28,28,26,24,23,23,22,94,84,74,1016,1015,1014,10,9,4,24,8,,0.00,6,Lluvia,114<br />
2013-3-1,27,24,22,22,21,21,94,87,70,1017,1016,1015,10,8,4,21,11,,0.00,7,Lluvia,155<br />
2013-3-2,26,23,22,23,22,21,100,88,78,1018,1017,1015,10,8,7,14,6,,0.00,6,Lluvia,112<br />
2013-3-3,30,27,24,25,24,20,94,81,65,1017,1014,1011,10,10,10,24,10,,0.00,3,Tormenta,190<br />
2013-3-4,35,29,24,25,23,21,94,67,49,1013,1011,1008,10,10,10,32,11,50,0.00,1,Tormenta,338<br />
2013-3-5,34,29,24,25,23,22,94,73,52,1013,1010,1007,10,8,1,37,13,58,0.00,4,Lluvia-Tormenta,193<br />
2013-3-6,33,29,25,25,24,22,94,80,58,1014,1010,1008,10,9,4,23,13,,0.00,4,Tormenta,143<br />
2013-3-7,31,28,26,26,24,21,94,78,62,1017,1014,1012,10,9,6,24,11,,0.00,3,,155<br />
2013-3-8,31,28,26,26,25,24,94,83,75,1016,1014,1012,10,9,7,26,13,,0.00,2,,153<br />
2013-3-9,31,28,25,25,24,23,94,80,70,1013,1011,1009,10,9,5,24,11,39,0.00,3,Lluvia-Tormenta,174<br />
2013-3-10,34,29,25,26,24,22,94,71,49,1009,1006,1004,10,10,10,24,14,,0.00,3,Lluvia-Tormenta,135<br />
2013-3-11,32,28,25,26,24,23,94,81,66,1016,1009,1006,10,9,5,23,13,,0.00,5,Lluvia-Tormenta,118<br />
2013-3-12,31,28,25,26,24,24,94,82,70,1009,1008,1006,10,10,10,26,11,,0.00,3,Tormenta,160<br />
2013-3-13,34,30,26,27,25,23,94,77,59,1012,1007,1004,10,10,10,21,13,37,0.00,4,Lluvia,24<br />
2013-3-14,28,26,24,25,23,21,100,84,70,1017,1014,1012,10,9,5,27,13,,0.00,7,Lluvia,162<br />
2013-3-15,29,27,24,23,23,22,94,80,66,1018,1016,1014,10,10,10,23,10,,0.00,6,Lluvia,133<br />
2013-3-16,32,28,24,25,24,24,100,83,62,1016,1014,1012,10,9,4,26,10,,0.00,4,Lluvia,153<br />
2013-3-17,32,27,23,26,24,23,100,85,66,1015,1013,1012,10,7,4,37,14,58,0.00,6,Lluvia-Tormenta,172<br />
2013-3-18,27,24,22,22,21,19,94,84,70,1019,1017,1015,10,7,4,29,21,48,0.00,8,Lluvia,182<br />
2013-3-19,27,23,21,21,20,18,94,79,69,1019,1017,1016,10,9,6,21,6,,0.00,7,Lluvia,99<br />
2013-3-20,27,24,22,22,22,20,88,80,70,1017,1015,1014,10,10,10,19,8,,0.00,6,,93<br />
2013-3-21,29,27,24,25,24,22,94,83,74,1013,1012,1011,10,10,10,13,8,,0.00,3,Lluvia,83<br />
2013-3-22,32,28,25,26,24,23,100,84,66,1015,1012,1010,10,8,6,24,11,,0.00,3,,94<br />
2013-3-23,31,27,24,26,24,23,100,84,70,1015,1014,1012,10,9,5,29,10,,0.00,4,Lluvia,156<br />
2013-3-24,29,27,24,24,23,23,94,85,74,1014,1012,1010,10,10,9,23,10,,0.00,4,Lluvia,130<br />
2013-3-25,30,27,24,24,23,21,94,79,66,1014,1012,1010,10,10,10,32,10,,0.00,6,,195<br />
2013-3-26,29,26,23,24,23,22,100,87,74,1014,1013,1011,10,7,3,19,8,,0.00,7,Lluvia,150<br />
2013-3-27,27,24,23,24,23,21,100,89,79,1012,1011,1009,10,7,4,19,6,,0.00,8,Lluvia,213<br />
2013-3-28,29,26,22,22,19,18,100,68,54,1016,1014,1013,10,9,4,24,11,,0.00,4,Lluvia,222<br />
2013-3-29,28,24,22,22,21,20,94,76,62,1020,1018,1016,10,10,8,21,8,,0.00,4,,171<br />
2013-3-30,28,24,21,22,21,19,94,83,70,1021,1020,1019,10,8,4,23,8,,0.00,7,Lluvia,81<br />
2013-3-31,29,24,21,23,22,20,94,81,66,1020,1018,1016,10,10,10,19,10,,0.00,3,,131<br />
2013-4-1,30,27,24,24,23,23,94,84,70,1018,1016,1015,10,7,4,23,11,,0.00,3,,103<br />
2013-4-2,29,26,22,25,21,2,94,77,21,1016,1015,1013,10,9,4,29,11,48,0.00,4,Lluvia-Tormenta,196<br />
2013-4-3,27,24,23,24,23,22,94,88,78,1017,1015,1013,10,9,7,16,6,,0.00,7,Lluvia,118<br />
2013-4-4,30,27,24,24,23,21,89,79,70,1015,1012,1010,10,10,10,13,5,,0.00,5,,116<br />
2013-4-5,31,28,25,24,23,22,94,84,62,1009,1008,1006,10,9,5,24,10,,0.00,6,Lluvia,338<br />
2013-4-6,30,27,24,25,24,23,94,82,66,1015,1012,1009,10,10,10,21,11,,0.00,4,,146<br />
2013-4-7,30,27,24,25,24,23,94,85,74,1014,1013,1012,10,10,10,24,10,,0.00,4,,163<br />
2013-4-8,30,27,24,24,22,20,83,77,66,1016,1015,1013,10,10,10,23,8,,0.00,5,Lluvia,161<br />
2013-4-9,27,24,23,23,22,21,89,83,78,1017,1015,1014,10,10,9,19,10,,0.00,6,,140<br />
2013-4-10,28,24,22,22,21,20,94,81,70,1018,1016,1015,10,10,10,16,6,,0.00,6,,132<br />
2013-4-11,29,27,24,23,21,20,78,72,62,1018,1016,1014,10,10,10,16,8,,0.00,4,,94<br />
2013-4-12,32,27,23,24,22,20,89,74,55,1014,1012,1009,10,10,10,16,5,,0.00,2,,167<br />
2013-4-13,32,27,23,25,23,22,100,83,55,1010,1007,1004,10,8,3,24,13,40,0.00,6,Lluvia,214<br />
2013-4-14,24,22,21,21,19,18,94,84,73,1017,1015,1011,10,7,4,24,13,,0.00,8,Lluvia,236<br />
2013-4-15,26,23,20,20,19,18,94,80,65,1017,1015,1013,10,9,4,19,6,,0.00,6,Lluvia,171<br />
2013-4-16,29,24,21,22,18,14,94,68,48,1015,1012,1009,10,9,8,26,13,40,0.00,1,,229<br />
2013-4-17,27,23,21,19,16,14,83,62,45,1017,1016,1015,10,10,10,23,11,,0.00,2,,184<br />
2013-4-18,27,23,19,20,19,18,94,75,58,1018,1017,1015,10,10,9,21,11,,0.00,3,,92<br />
2013-4-19,27,24,22,21,20,18,88,78,69,1019,1018,1017,10,9,7,24,10,,0.00,3,,136<br />
2013-4-20,28,24,21,21,19,18,88,72,58,1019,1018,1017,10,10,10,23,8,,0.00,4,,205<br />
2013-4-21,26,23,21,21,19,19,88,84,69,1021,1020,1018,10,8,5,16,10,,0.00,5,Lluvia,261<br />
2013-4-22,28,24,20,20,19,16,100,79,51,1023,1022,1020,10,8,3,19,8,,0.00,4,Lluvia,2<br />
2013-4-23,28,24,20,19,19,18,88,74,58,1024,1022,1020,10,10,10,21,10,,0.00,3,,133<br />
2013-4-24,27,23,19,20,19,17,94,75,54,1022,1021,1019,10,10,10,19,10,,0.00,1,,115<br />
2013-4-25,27,23,20,20,19,17,94,76,61,1022,1020,1019,10,8,5,23,10,,0.00,2,,84<br />
2013-4-26,28,23,19,20,19,17,88,77,62,1020,1017,1016,10,10,10,21,10,,0.00,1,,74<br />
2013-4-27,28,24,20,21,20,18,94,78,58,1019,1017,1016,10,9,7,16,10,,0.00,3,,179<br />
2013-4-28,28,24,20,22,20,18,100,79,62,1019,1017,1016,10,9,5,23,10,,0.00,2,,86<br />
2013-4-29,28,24,21,21,20,19,94,78,58,1017,1015,1014,10,10,10,16,10,,0.00,1,,81<br />
2013-4-30,30,26,22,22,21,20,94,78,58,1016,1014,1013,8,6,5,21,13,,0.00,1,,117<br />
2013-5-1,29,26,22,22,21,20,94,79,62,1018,1017,1016,10,7,3,24,10,,0.00,1,,143<br />
2013-5-2,28,24,22,22,22,21,100,83,66,1018,1017,1016,10,7,2,21,11,,0.00,4,,112<br />
2013-5-3,30,26,22,22,21,19,94,79,51,1016,1014,1012,8,6,5,16,10,,0.00,4,,5<br />
2013-5-4,32,27,22,23,21,19,94,76,49,1014,1012,1009,8,6,5,13,10,,0.00,2,,21<br />
2013-5-5,31,26,22,25,22,19,94,79,62,1014,1012,1010,10,8,6,23,11,,0.00,2,,118<br />
2013-5-6,24,21,18,23,18,16,100,86,73,1018,1015,1009,10,6,3,48,14,66,0.00,6,Lluvia,307<br />
2013-5-7,26,22,18,19,18,16,94,74,57,1018,1015,1012,10,10,10,19,11,,0.00,2,,166<br />
2013-5-8,26,22,19,16,13,12,78,58,44,1022,1020,1017,10,9,6,21,13,,0.00,4,,236<br />
2013-5-9,25,21,17,18,17,15,94,73,54,1022,1021,1019,10,10,10,19,10,,0.00,1,,58<br />
2013-5-10,27,23,19,19,18,16,88,72,61,1023,1021,1019,10,9,5,21,8,,0.00,1,,106<br />
2013-5-11,27,23,19,20,18,16,88,71,51,1022,1020,1018,10,10,10,14,10,,0.00,1,,65<br />
2013-5-12,29,24,19,20,18,15,94,72,42,1020,1017,1016,,,,14,8,,0.00,,,64<br />
2013-5-13,29,24,20,22,20,18,100,78,54,1019,1017,1015,9,8,6,19,10,,0.00,1,,27<br />
2013-5-14,31,26,21,23,22,20,94,77,55,1018,1016,1013,10,10,10,14,8,,0.00,1,,30<br />
2013-5-15,31,26,22,23,21,20,94,72,55,1016,1014,1012,,,,13,10,,0.00,,,8<br />
2013-5-16,30,27,23,23,22,19,94,76,51,1017,1014,1012,10,10,10,26,13,40,0.00,6,,291<br />
2013-5-17,23,21,20,22,21,19,100,96,88,1023,1021,1017,10,4,2,29,24,48,0.00,8,Lluvia,180<br />
2013-5-18,23,21,20,20,19,18,94,86,78,1024,1023,1022,10,7,5,14,6,,0.00,8,Lluvia,123<br />
2013-5-19,27,23,19,20,18,17,88,74,61,1023,1021,1019,10,10,10,16,6,,0.00,5,,80<br />
2013-5-20,27,23,20,21,19,17,88,76,61,1018,1015,1012,10,10,10,14,8,,0.00,3,,135<br />
2013-5-21,30,26,22,21,19,17,94,72,51,1014,1013,1011,10,9,7,19,10,,0.00,4,,212<br />
2013-5-22,27,24,21,21,19,18,83,74,65,1015,1014,1012,10,10,9,23,10,,0.00,5,Lluvia,208<br />
2013-5-23,25,22,20,20,19,18,94,81,69,1016,1015,1013,10,9,6,16,8,,0.00,6,Lluvia,112<br />
2013-5-24,25,22,19,20,18,17,100,83,69,1018,1017,1015,10,9,6,14,10,,0.00,6,Lluvia,111<br />
2013-5-25,27,23,19,20,18,17,100,76,61,1021,1019,1017,10,9,5,14,11,,0.00,4,,100<br />
2013-5-26,28,23,19,19,18,16,94,73,58,1022,1020,1018,10,10,10,19,6,,0.00,2,,76<br />
2013-5-27,26,22,19,21,19,16,100,81,65,1022,1016,1012,10,9,5,16,8,,0.00,5,Lluvia,27<br />
2013-5-28,29,24,21,21,19,18,94,77,62,1012,1011,1009,10,10,10,23,11,,0.00,5,Lluvia,30<br />
2013-5-29,27,24,22,22,21,17,94,77,54,1010,1009,1007,10,8,7,14,10,,0.00,6,,3<br />
2013-5-30,29,27,22,21,19,16,88,68,51,1017,1013,1010,10,10,8,32,11,39,0.00,6,Lluvia,229<br />
2013-5-31,22,21,20,20,19,18,100,88,78,1021,1020,1018,10,7,4,14,8,,0.00,7,Lluvia,117<br />
2013-6-1,27,23,19,21,19,17,94,79,65,1019,1016,1014,10,9,6,13,6,,0.00,2,,83<br />
2013-6-2,31,26,21,23,20,18,94,73,55,1016,1014,1012,10,10,10,34,10,,0.00,3,,343<br />
2013-6-3,24,22,21,21,20,19,94,90,78,1019,1017,1015,10,6,3,26,8,,0.00,8,Lluvia,289<br />
2013-6-4,25,22,19,20,19,18,100,85,73,1022,1021,1020,10,7,5,14,6,,0.00,6,,20<br />
2013-6-5,27,23,19,21,20,19,100,87,65,1020,1019,1017,10,7,3,16,6,,0.00,2,,98<br />
2013-6-6,28,24,20,22,20,19,94,79,58,1020,1017,1016,10,6,3,11,5,,0.00,3,,2<br />
2013-6-7,29,24,21,22,21,20,94,82,66,1022,1020,1018,10,9,4,19,8,,0.00,2,,149<br />
2013-6-8,28,24,22,22,21,20,94,82,66,1023,1022,1020,10,9,7,19,6,,0.00,2,,148<br />
2013-6-9,29,24,21,20,19,19,88,76,58,1023,1021,1020,10,10,10,19,6,,0.00,2,,122<br />
2013-6-10,30,25,20,20,19,15,94,74,40,1021,1019,1017,10,9,6,11,5,,0.00,1,,353<br />
2013-6-11,29,24,20,20,18,14,94,69,51,1020,1019,1017,,,,14,10,,0.00,,,16<br />
2013-6-12,29,24,21,21,20,19,94,80,55,1020,1019,1017,10,8,5,23,10,,0.00,4,,171<br />
2013-6-13,29,26,22,22,21,20,100,83,62,1019,1018,1017,10,7,5,27,10,,0.00,5,,158<br />
2013-6-14,29,26,22,22,21,19,100,82,55,1018,1017,1015,10,7,3,21,6,,0.00,3,Lluvia,132<br />
2013-6-15,24,22,20,21,19,17,100,88,65,1019,1018,1016,9,7,4,24,6,,0.00,7,Lluvia,119<br />
2013-6-16,27,23,20,22,20,18,94,80,61,1018,1016,1014,9,9,8,11,5,,0.00,,,65<br />
2013-6-17,29,26,22,22,20,19,88,75,62,1017,1014,1012,10,10,9,26,8,42,0.00,5,Lluvia,247<br />
2013-6-18,29,24,21,21,19,18,94,76,54,1019,1018,1012,10,10,10,19,6,,0.00,4,,179<br />
2013-6-19,28,23,19,22,21,18,100,85,54,1019,1016,1014,10,7,5,19,5,,0.00,2,,141<br />
2013-6-20,27,23,21,22,22,21,100,87,70,1018,1016,1015,9,5,1,19,8,,0.00,3,,128<br />
2013-6-21,29,24,21,22,21,17,100,82,51,1014,1011,1008,10,5,2,13,6,,0.00,3,,357<br />
2013-6-22,30,27,23,21,18,16,73,60,45,1018,1013,1008,10,10,10,24,13,40,0.00,7,,239<br />
2013-6-23,24,22,20,19,18,17,94,82,69,1023,1021,1019,10,9,5,11,5,,0.00,8,,36<br />
2013-6-24,26,23,20,20,19,18,94,79,65,1022,1021,1019,10,10,10,14,5,,0.00,6,,96<br />
2013-6-25,28,24,21,22,19,17,94,76,58,1019,1017,1016,10,10,10,11,5,,0.00,3,,96<br />
2013-6-26,28,24,21,22,21,19,94,83,61,1018,1016,1014,,,,21,6,,0.00,,,167<br />
2013-6-27,28,24,21,23,22,20,100,88,74,1019,1017,1016,10,8,5,24,10,,0.00,5,Lluvia,182<br />
2013-6-28,28,24,22,23,22,21,100,90,74,1017,1016,1014,10,8,4,16,6,,0.00,6,,152<br />
2013-6-29,30,26,21,24,22,19,100,85,55,1013,1011,1009,8,5,3,13,8,,0.00,4,,352<br />
2013-6-30,26,24,23,24,23,22,100,90,78,1017,1015,1012,10,9,9,24,14,,0.00,7,Lluvia,166<br />
2013-7-1,28,24,21,25,23,20,100,92,74,1019,1016,1014,10,7,5,24,10,,0.00,7,Lluvia-Tormenta,204<br />
2013-7-2,23,21,19,21,19,18,100,95,73,1024,1022,1019,10,7,2,26,16,39,0.00,8,Lluvia,136<br />
2013-7-3,25,22,20,19,18,16,83,76,65,1026,1024,1023,10,10,8,14,6,,0.00,5,,76<br />
2013-7-4,27,22,18,18,17,15,100,73,48,1027,1025,1023,10,10,10,24,8,,0.00,1,,19<br />
2013-7-5,28,23,18,21,18,15,100,81,48,1025,1022,1020,,,,13,8,,0.00,,,57<br />
2013-7-6,27,22,18,20,19,17,100,84,57,1019,1017,1016,8,6,4,16,10,,0.00,5,,10<br />
2013-7-7,29,23,18,21,19,17,100,81,55,1018,1016,1015,8,6,5,14,11,,0.00,,,2<br />
2013-7-8,28,23,18,22,20,17,100,87,65,1024,1022,1018,10,8,4,34,11,42,0.00,4,Lluvia,141<br />
2013-7-9,23,21,20,20,19,17,100,85,78,1027,1026,1023,10,9,5,24,16,,0.00,7,,97<br />
2013-7-10,25,21,18,20,18,18,100,84,65,1027,1025,1023,10,10,10,16,8,,0.00,4,,64<br />
2013-7-11,25,21,17,19,18,17,100,82,65,1025,1024,1022,10,10,10,16,6,,0.00,4,,79<br />
2013-7-12,27,22,17,21,19,17,100,86,54,1023,1021,1019,10,10,10,13,6,,0.00,1,,33<br />
2013-7-13,31,24,19,23,21,19,100,84,49,1020,1018,1012,10,9,6,16,8,,0.00,3,,206<br />
2013-7-14,29,24,21,25,22,21,100,85,70,1018,1016,1014,10,8,2,21,10,,0.00,4,Lluvia-Tormenta,172<br />
2013-7-15,32,26,20,25,21,16,100,80,40,1018,1015,1013,10,10,10,27,13,47,0.00,5,,268<br />
2013-7-16,24,22,20,22,21,20,100,92,78,1020,1019,1017,10,9,4,14,10,,0.00,5,Lluvia,165<br />
2013-7-17,26,23,20,22,22,20,100,91,74,1020,1017,1016,10,10,9,19,8,,0.00,2,,113<br />
2013-7-18,31,26,20,24,22,20,100,88,62,1015,1013,1010,10,3,0,13,8,,0.00,5,Niebla,15<br />
2013-7-19,32,26,21,25,23,21,100,89,55,1016,1014,1011,10,9,6,24,13,,0.00,3,Lluvia-Tormenta,300<br />
2013-7-20,30,26,22,26,24,22,100,95,79,1014,1010,1008,9,5,4,14,6,,0.00,5,,359<br />
2013-7-21,31,26,22,26,24,22,100,94,75,1014,1012,1009,10,8,4,39,13,52,0.00,4,,150<br />
2013-7-22,27,24,23,26,24,23,100,99,94,1016,1014,1012,10,8,5,29,14,,0.00,6,,184<br />
2013-7-23,,,,,,,,,,1022,1019,1016,10,9,6,24,13,,0.00,7,Lluvia,203<br />
2013-7-24,17,16,16,16,15,14,100,91,82,1025,1024,1022,10,7,3,19,11,,0.00,8,Lluvia,286<br />
2013-7-25,18,18,17,15,14,12,88,77,68,1024,1023,1021,10,6,3,21,8,,0.00,8,Lluvia,301<br />
2013-7-26,22,19,16,17,14,11,94,74,53,1026,1025,1023,10,9,6,21,11,,0.00,5,,281<br />
2013-7-27,22,20,18,18,16,13,94,82,64,1025,1023,1021,10,9,4,21,8,,0.00,5,Lluvia,285<br />
2013-7-28,22,19,16,17,16,14,94,81,64,1023,1021,1019,10,9,5,19,8,,0.00,3,,274<br />
2013-7-29,23,20,17,17,16,14,94,81,65,1025,1023,1021,10,9,6,21,6,,0.00,3,,348<br />
2013-7-30,23,19,16,17,16,14,88,78,61,1025,1023,1022,10,8,5,14,6,,0.00,1,,111<br />
2013-7-31,24,20,17,18,17,15,94,81,65,1023,1021,1019,8,6,4,16,8,,0.00,1,,24<br />
2013-8-1,24,20,17,19,17,13,100,81,57,1020,1018,1016,9,5,1,21,10,,0.00,3,Niebla,336<br />
2013-8-2,27,22,18,21,18,16,94,77,57,1018,1016,1014,8,7,6,21,10,,0.00,,,53<br />
2013-8-3,29,24,19,20,18,15,94,69,42,1017,1015,1013,8,6,5,14,13,,0.00,,,357<br />
2013-8-4,29,24,20,21,19,16,88,77,48,1017,1015,1013,7,5,5,23,8,,0.00,,,152<br />
2013-8-5,24,23,22,20,18,17,88,79,73,1022,1021,1019,10,9,7,21,11,,0.00,6,,164<br />
2013-8-6,27,23,19,21,19,18,94,80,65,1021,1019,1017,10,9,5,29,8,45,0.00,2,,18<br />
2013-8-7,26,23,20,20,19,18,88,81,61,1021,1018,1016,8,7,4,14,8,,0.00,4,,126<br />
2013-8-8,28,24,20,22,19,18,94,76,54,1016,1014,1012,10,10,10,11,8,,0.00,1,,22<br />
2013-8-9,30,26,22,20,18,15,83,66,40,1016,1014,1013,,,,13,10,,0.00,,,357<br />
2013-8-10,27,23,21,22,21,19,94,86,65,1015,1013,1012,10,10,10,29,8,,0.00,1,,156<br />
2013-8-11,22,20,18,19,15,13,83,70,64,1019,1016,1011,10,10,9,24,18,42,0.00,7,,217<br />
2013-8-12,23,20,18,20,18,16,88,81,73,1018,1015,1013,10,10,10,23,8,,0.00,6,,74<br />
2013-8-13,27,23,20,21,20,19,100,80,65,1017,1014,1012,8,5,3,13,8,,0.00,1,,347<br />
2013-8-14,26,22,19,19,17,15,83,75,57,1021,1016,1013,10,10,8,29,16,39,0.00,6,Lluvia,226<br />
2013-8-15,22,19,17,14,12,10,77,65,46,1023,1022,1021,10,10,10,19,10,,0.00,5,,262<br />
