KST,Temperatura máximaC,Temperatura mediaC,Temperatura mínimaC,Punto de rocíoC,MeanDew PointC,Min DewpointC,Max Humedad, Mean Humedad, Min Humedad, Max Presión al nivel del marhPa, Mean Presión al nivel del marhPa, Min Presión al nivel del marhPa, Max VisibilidadKm, Mean VisibilidadKm, Min VisibilidadkM, Max Velocidad del vientoKm/h, Mean Velocidad del vientoKm/h, Max Velocidad de ráfagasKm/h,Precipitaciónmm, CloudCover, Eventos,WindDirDegrees
2013-2-12,-2,-4,-7,-9,-11,-14,80,63,40,1031,1027,1024,10,9,7,19,8,0,0.00,7,0,327
2013-2-13,2,-6,-12,-6,-10,-15,86,67,41,1029,1028,1027,10,7,1,13,5,0,0.00,3,Niebla,326
2013-2-14,5,0,-5,-4,-6,-8,86,69,45,1027,1025,1022,10,6,3,13,5,0,0.00,5,0,264
2013-2-15,0,-2,-6,-4,-11,-16,93,55,30,1027,1024,1022,8,4,2,27,11,0,0.00,6,0,322
2013-2-16,1,-4,-10,-9,-14,-18,73,50,25,1030,1028,1027,0,,0,14,6,0,0.00,0,,343
2013-2-17,6,1,-4,-4,-7,-10,80,58,31,1026,1022,1016,10,9,5,13,6,0,0.00,7,0,358
2013-2-18,2,0,-2,-3,-8,-14,80,57,40,1022,1019,1017,8,7,5,26,13,0,0.00,5,0,331
2013-2-19,0,-2,-6,-12,-15,-20,51,41,23,1028,1025,1022,0,,0,26,16,0,0.00,0,,317
2013-2-20,-1,-6,-9,-11,-16,-20,59,44,28,1031,1029,1028,10,10,10,21,11,0,0.00,4,0,312
2013-2-21,2,-3,-7,-8,-11,-13,80,57,35,1032,1030,1028,10,10,10,19,5,0,0.00,2,0,306
2013-2-22,4,0,-4,-1,-6,-14,93,63,35,1028,1026,1024,10,5,2,27,11,0,0.00,5,Nieve,310
2013-2-23,2,-2,-5,-5,-11,-16,69,50,32,1030,1029,1027,10,10,10,26,11,0,0.00,2,0,283
2013-2-24,5,0,-5,-5,-8,-15,86,59,26,1031,1030,1029,9,5,1,21,6,0,0.00,0,,331
2013-2-25,7,2,-3,-4,-7,-11,80,59,31,1031,1029,1027,10,8,6,11,5,0,0.00,6,0,344
2013-2-26,8,3,-1,1,-2,-6,87,73,53,1026,1021,1017,10,6,1,11,5,0,0.00,8,Niebla-Lluvia,316
2013-2-27,7,3,-1,1,-1,-4,93,81,53,1021,1019,1018,5,2,1,19,8,0,0.00,5,Niebla,316
2013-2-28,13,6,-1,5,-2,-8,93,66,23,1021,1016,1011,7,2,0,26,8,0,0.00,6,Niebla-Lluvia,281
2013-3-1,7,2,-2,4,-5,-10,87,63,44,1024,1016,1010,10,8,3,35,18,0,0.00,5,Lluvia,308
2013-3-2,2,-1,-4,-8,-11,-13,64,47,38,1029,1027,1024,0,,0,24,18,0,0.00,0,,326
2013-3-3,4,0,-4,-5,-9,-11,69,55,33,1026,1024,1021,10,10,10,16,8,0,0.00,1,0,285
2013-3-4,8,2,-3,0,-4,-6,80,64,37,1024,1020,1019,10,7,4,23,13,0,0.00,4,0,241
2013-3-5,8,2,-4,-2,-6,-10,80,61,27,1027,1025,1022,9,5,1,16,8,0,0.00,0,,236
2013-3-6,14,7,-1,0,-3,-6,86,56,33,1023,1020,1015,10,7,4,16,8,0,0.00,4,0,173
2013-3-7,11,7,3,5,3,-2,93,73,47,1014,1012,1010,8,3,1,29,14,0,0.00,6,Niebla-Lluvia,208
2013-3-8,13,8,3,4,2,0,93,72,51,1012,1009,1007,5,2,1,14,10,0,0.00,4,Niebla,219
2013-3-9,22,11,1,5,2,-2,87,60,23,1011,1007,1001,9,5,1,34,10,50,0.00,2,Niebla,208
2013-3-10,7,2,-2,-2,-12,-15,53,38,23,1026,1020,1009,10,9,5,32,26,0,0.00,4,0,325
2013-3-11,10,3,-4,-5,-9,-14,69,48,19,1027,1025,1022,8,8,8,14,8,0,0.00,0,,334
2013-3-12,12,4,-3,6,1,-7,87,69,51,1022,1015,1008,8,6,3,16,6,0,0.00,7,Lluvia,194
2013-3-13,8,4,0,6,0,-9,93,72,45,1023,1012,1006,10,7,1,39,16,0,0.00,7,Lluvia,326
2013-3-14,8,3,-1,-3,-6,-10,69,55,31,1029,1027,1024,10,10,10,21,11,0,0.00,2,0,323
2013-3-15,9,2,-4,-2,-6,-9,86,60,34,1028,1026,1023,9,6,4,21,6,0,0.00,0,,283
2013-3-16,11,6,0,2,-1,-4,87,69,46,1026,1024,1023,10,8,6,19,6,0,0.00,3,0,318
2013-3-17,14,7,0,3,-2,-11,93,68,17,1022,1015,1007,10,5,1,19,5,0,0.00,6,Niebla-Lluvia,284
2013-3-18,12,8,4,4,3,2,93,76,51,1009,1004,1003,8,4,2,21,11,0,0.00,7,Lluvia,281
2013-3-19,9,7,4,3,2,-3,87,72,46,1015,1012,1009,10,7,5,21,10,0,0.00,7,0,286
2013-3-20,7,2,-2,0,-4,-14,87,61,30,1021,1012,1008,10,9,3,34,19,0,0.00,6,Lluvia-Nieve,323
2013-3-21,6,0,-6,-6,-12,-17,64,43,21,1021,1019,1014,0,,0,16,10,37,0.00,0,,267
2013-3-22,7,2,-2,0,-3,-7,81,68,57,1017,1013,1012,10,9,7,21,6,0,0.00,5,Lluvia-Nieve,292
2013-3-23,10,3,-3,-6,-8,-10,69,47,28,1018,1015,1011,0,,0,16,10,0,0.00,0,,304
2013-3-24,9,4,0,-3,-5,-9,75,52,32,1015,1013,1011,10,10,10,23,11,0,0.00,3,0,298
2013-3-25,8,3,-2,-6,-9,-13,64,45,23,1021,1017,1015,0,,0,24,14,0,0.00,0,,323
2013-3-26,9,2,-4,-4,-8,-10,75,50,27,1024,1021,1019,0,,0,19,6,0,0.00,0,,315
2013-3-27,14,6,-3,-2,-7,-17,87,54,11,1019,1016,1013,9,7,5,19,6,35,0.00,0,,295
2013-3-28,11,6,1,2,-3,-12,70,53,29,1019,1017,1015,10,10,9,21,6,0,0.00,5,Lluvia,321
2013-3-29,10,4,-2,-5,-9,-15,60,39,17,1023,1021,1019,10,10,10,24,14,0,0.00,6,0,321
2013-3-30,10,5,0,0,-7,-16,87,49,16,1023,1023,1021,10,7,4,21,8,0,0.00,7,Lluvia,318
2013-3-31,11,3,-4,3,-4,-11,93,67,21,1025,1024,1022,5,2,0,21,6,0,0.00,4,Niebla,315
2013-4-1,13,6,-1,5,-1,-6,80,58,28,1024,1020,1016,9,7,4,16,6,0,0.00,7,Lluvia,322
2013-4-2,9,7,5,6,4,2,93,81,66,1015,1013,1012,7,5,1,21,10,0,0.00,7,Lluvia,286
2013-4-3,14,7,-1,3,-1,-7,93,68,23,1018,1016,1014,10,4,0,19,6,0,0.00,3,Niebla,229
2013-4-4,18,10,3,3,1,-3,87,58,24,1018,1016,1015,5,3,2,16,6,0,0.00,4,0,306
2013-4-5,19,12,6,4,3,1,81,53,32,1017,1013,1010,4,3,2,14,6,0,0.00,7,0,324
2013-4-6,11,7,3,7,4,0,93,83,62,1009,1002,998,6,3,1,29,13,0,0.00,8,Lluvia,327
2013-4-7,10,6,2,0,-2,-4,87,62,40,1011,1005,1000,10,9,7,26,18,0,0.00,4,Lluvia,298
2013-4-8,13,7,0,4,-1,-5,81,60,33,1014,1013,1012,10,8,6,32,13,55,0.00,7,Lluvia,210
2013-4-9,10,7,3,2,-3,-6,71,53,43,1018,1013,1012,10,10,6,34,19,55,0.00,4,Lluvia,277
2013-4-10,9,4,-1,0,-4,-9,75,52,29,1019,1017,1016,10,10,10,29,14,48,0.00,5,0,279
2013-4-11,10,7,3,-1,-3,-7,70,51,34,1018,1016,1015,10,10,8,35,19,69,0.00,3,Lluvia,276
2013-4-12,12,6,-1,-1,-5,-7,80,48,26,1020,1018,1017,10,10,10,24,10,0,0.00,2,0,281
2013-4-13,18,9,0,3,-3,-7,75,45,20,1018,1012,1006,10,10,10,37,18,50,0.00,4,0,189
2013-4-14,11,7,4,6,-4,-16,87,46,15,1012,1008,1004,10,6,2,35,16,0,0.00,8,Lluvia,304
2013-4-15,12,6,1,-4,-7,-10,70,40,22,1013,1011,1007,10,10,10,11,6,0,0.00,6,0,147
2013-4-16,19,13,7,9,3,-8,87,57,30,1007,1004,1001,10,8,2,34,11,52,0.00,6,0,204
2013-4-17,20,14,9,9,7,5,94,68,37,1009,1008,1006,10,5,1,23,11,0,0.00,5,0,43
2013-4-18,16,12,7,7,0,-7,71,47,22,1015,1011,1008,10,7,5,32,14,0,0.00,7,0,288
2013-4-19,14,9,4,0,-7,-13,54,34,16,1020,1017,1015,0,,0,21,14,0,0.00,0,,340
2013-4-20,9,7,4,3,1,-2,87,73,46,1019,1017,1015,10,8,6,13,6,0,0.00,8,Lluvia,297
2013-4-21,15,8,1,4,1,-5,93,65,25,1021,1019,1017,10,5,2,24,8,55,0.00,2,0,243
2013-4-22,16,9,2,3,0,-5,87,55,27,1024,1022,1020,9,5,3,19,10,0,0.00,0,,213
2013-4-23,15,11,8,9,4,-3,94,67,31,1020,1015,1010,8,5,1,21,8,0,0.00,8,Lluvia,124
2013-4-24,17,12,8,9,6,4,94,71,48,1012,1009,1008,10,6,2,24,13,0,0.00,4,0,291
2013-4-25,13,10,7,7,6,5,87,80,58,1012,1009,1006,10,4,1,23,11,0,0.00,6,Niebla-Lluvia,222
2013-4-26,16,11,7,4,3,2,81,59,39,1013,1010,1008,10,8,4,21,11,0,0.00,1,0,273
2013-4-27,18,11,5,5,2,-1,81,57,28,1018,1016,1013,8,7,6,26,8,0,0.00,5,0,180
2013-4-28,22,14,7,11,6,2,81,57,39,1019,1016,1014,10,9,7,27,11,0,0.00,7,0,167
2013-4-29,18,13,8,13,10,5,88,77,55,1014,1011,1009,10,6,1,34,19,48,0.00,7,Lluvia-Tormenta,213
2013-4-30,18,11,5,6,4,2,87,61,37,1012,1009,1006,7,4,3,21,11,0,0.00,1,0,196
2013-5-1,17,12,8,6,4,2,76,57,39,1011,1010,1008,10,10,10,21,8,0,0.00,2,0,333
2013-5-2,18,12,6,7,6,4,87,67,45,1014,1012,1011,10,7,5,19,8,0,0.00,3,Lluvia,177
2013-5-3,18,12,7,7,6,4,87,67,40,1017,1015,1014,9,5,2,19,8,0,0.00,3,0,215
2013-5-4,19,12,6,7,6,4,87,64,37,1020,1019,1017,9,5,2,19,8,0,0.00,2,0,213
2013-5-5,19,12,6,8,4,0,93,61,28,1023,1021,1019,10,6,2,23,10,0,0.00,1,0,245
2013-5-6,19,12,6,7,6,4,87,65,40,1020,1018,1016,8,5,4,19,8,0,0.00,2,0,281
2013-5-7,26,17,9,8,6,3,82,55,30,1021,1020,1018,9,8,6,21,8,0,0.00,0,,324
2013-5-8,25,18,10,7,5,3,71,47,25,1021,1019,1017,7,6,5,21,5,0,0.00,0,,327
2013-5-9,22,17,12,14,9,5,88,64,35,1017,1013,1008,10,6,1,19,5,34,0.00,7,Lluvia,284
2013-5-10,16,13,11,15,12,9,94,86,72,1007,1003,1001,8,4,1,23,11,0,0.00,7,Lluvia,195
2013-5-11,24,17,11,11,9,6,88,63,31,1005,1004,1002,9,5,2,21,13,0,0.00,4,0,203
2013-5-12,22,19,16,13,12,10,82,67,56,1007,1004,1003,5,4,3,27,14,45,0.00,5,Lluvia-Tormenta,205
2013-5-13,26,21,17,12,10,8,72,52,34,1012,1010,1007,8,5,4,21,14,0,0.00,4,0,217
2013-5-14,25,19,13,12,10,7,82,59,32,1014,1012,1008,10,8,6,23,8,0,0.00,6,0,253
2013-5-15,23,18,14,13,11,8,88,67,43,1014,1013,1012,10,7,2,21,11,0,0.00,5,0,288
2013-5-16,28,20,13,12,6,0,77,39,21,1018,1016,1014,0,,0,26,13,0,0.00,0,,95
2013-5-17,25,20,15,9,5,1,63,40,26,1019,1016,1013,0,,0,21,11,0,0.00,0,,184
2013-5-18,20,17,13,12,11,8,88,70,49,1014,1010,1006,8,6,4,24,6,0,0.00,7,Lluvia,312
2013-5-19,22,17,13,14,13,11,94,81,60,1004,999,997,10,6,2,14,8,0,0.00,6,Lluvia,350
2013-5-20,18,14,11,12,11,8,88,80,63,1006,1003,1001,10,6,2,16,10,0,0.00,6,0,219
2013-5-21,24,16,8,10,6,-5,94,61,14,1009,1007,1006,8,3,1,19,6,0,0.00,4,Niebla,255
2013-5-22,25,18,12,14,10,6,77,61,39,1013,1010,1009,10,8,6,19,6,0,0.00,5,0,258
2013-5-23,28,20,12,16,13,10,94,76,42,1015,1013,1011,4,1,0,19,6,0,0.00,3,Niebla,325
2013-5-24,26,19,13,15,13,10,94,74,36,1015,1014,1012,9,4,0,23,6,0,0.00,4,Niebla,314
2013-5-25,30,22,15,16,14,13,88,62,37,1015,1013,1012,8,7,5,16,6,0,0.00,0,,332
2013-5-26,28,23,19,15,13,11,68,54,37,1017,1015,1015,9,7,5,21,8,0,0.00,7,0,254
2013-5-27,22,20,18,17,16,14,88,79,64,1015,1010,1005,8,5,2,34,11,0,0.00,8,Lluvia,97
2013-5-28,21,19,17,18,17,15,88,85,78,1008,1005,1003,10,6,3,16,11,0,0.00,8,Lluvia,157
2013-5-29,17,16,15,15,14,12,94,87,82,1011,1008,1006,6,3,2,16,10,0,0.00,8,Lluvia,218
2013-5-30,24,18,13,13,11,7,88,66,34,1014,1012,1011,8,4,2,19,11,0,0.00,5,0,210
2013-5-31,26,19,12,12,11,8,94,61,34,1012,1010,1008,10,8,6,16,5,0,0.00,5,0,324
2013-6-1,26,20,15,14,11,7,82,59,34,1008,1007,1006,9,5,3,21,6,0,0.00,8,0,308
2013-6-2,27,20,14,17,13,11,88,66,42,1008,1007,1005,8,5,3,16,6,0,0.00,0,,295
2013-6-3,24,20,16,15,13,12,88,71,50,1014,1011,1008,7,4,2,21,6,0,0.00,2,0,249
2013-6-4,27,21,15,16,14,13,94,69,47,1017,1016,1014,10,5,2,16,8,0,0.00,3,0,335
2013-6-5,29,22,16,16,15,13,94,63,40,1018,1017,1015,9,6,2,19,6,0,0.00,3,0,328
2013-6-6,28,23,19,18,16,14,83,66,48,1016,1015,1013,10,8,6,16,6,0,0.00,4,0,325
2013-6-7,30,24,18,18,16,11,88,62,31,1013,1012,1010,10,8,5,19,6,27,0.00,1,0,296
2013-6-8,30,24,18,19,16,14,83,62,43,1011,1009,1007,9,7,5,19,6,0,0.00,6,0,290
2013-6-9,32,26,20,18,14,2,83,54,15,1008,1007,1005,10,5,2,16,6,0,0.00,4,0,333
2013-6-10,32,26,19,16,13,9,78,47,27,1008,1007,1004,10,9,6,14,8,0,0.00,3,0,119
2013-6-11,26,22,19,19,14,10,94,59,41,1007,1006,1004,10,7,1,24,13,0,0.00,8,Lluvia,145
2013-6-12,23,21,19,19,17,16,94,83,65,1011,1008,1006,10,6,2,16,8,0,0.00,8,Lluvia,292
2013-6-13,26,22,18,18,17,15,88,73,51,1014,1013,1011,8,5,1,14,8,0,0.00,6,0,308
2013-6-14,30,24,19,19,17,14,88,67,40,1014,1013,1012,10,5,2,19,6,0,0.00,4,0,290
2013-6-15,27,23,20,17,16,14,83,65,50,1013,1012,1010,10,8,5,23,8,0,0.00,3,Lluvia,305
2013-6-16,26,22,18,17,16,15,88,72,51,1011,1009,1006,10,8,2,21,6,0,0.00,5,0,291
2013-6-17,26,22,19,19,18,16,88,78,57,1006,1003,1000,10,8,2,16,8,0,0.00,7,Lluvia,276
2013-6-18,24,22,21,21,20,19,94,87,78,1000,997,995,6,3,2,11,6,0,0.00,8,Lluvia,33
2013-6-19,29,24,20,20,19,16,94,78,54,1004,999,996,9,4,0,13,6,0,0.00,6,Niebla,319
2013-6-20,30,24,18,19,17,16,88,69,48,1006,1005,1004,9,4,2,14,6,0,0.00,6,0,307
2013-6-21,32,26,21,19,18,15,83,65,38,1006,1005,1004,10,7,6,16,5,0,0.00,6,0,320
2013-6-22,29,24,21,19,18,17,83,69,51,1007,1006,1005,8,6,5,19,6,0,0.00,7,0,287
2013-6-23,26,23,20,18,17,15,88,71,51,1007,1007,1005,10,6,3,14,8,0,0.00,6,Lluvia,251
2013-6-24,28,23,19,19,17,14,88,71,42,1007,1006,1005,10,6,2,21,5,0,0.00,5,0,315
2013-6-25,29,24,20,19,17,16,83,68,48,1007,1006,1004,10,7,5,21,6,0,0.00,5,0,293
2013-6-26,30,25,20,20,17,15,78,64,43,1005,1003,1001,10,9,6,26,8,0,0.00,5,0,297
2013-6-27,30,25,20,19,18,16,88,71,45,1006,1004,1003,9,6,3,23,8,0,0.00,3,0,242
2013-6-28,29,24,21,19,18,14,88,67,42,1008,1006,1005,10,7,6,21,6,0,0.00,4,Lluvia,289
2013-6-29,32,26,20,19,18,17,88,64,40,1012,1010,1008,10,9,6,16,6,0,0.00,1,0,326
2013-6-30,32,26,21,20,19,18,88,63,46,1012,1010,1008,10,7,5,14,6,0,0.00,2,0,297
2013-7-1,30,26,22,19,18,17,83,63,48,1009,1008,1006,10,9,6,19,8,0,0.00,5,0,285
2013-7-2,27,24,22,23,21,18,89,82,69,1007,1001,995,10,5,1,37,16,60,0.00,8,Lluvia-Tormenta,190
2013-7-3,29,24,20,21,18,17,88,70,48,1001,999,998,10,7,4,21,13,0,0.00,4,0,220
2013-7-4,27,26,23,23,22,20,89,83,74,999,997,996,5,3,2,19,14,0,0.00,7,Lluvia,206
2013-7-5,29,26,22,22,21,18,94,78,58,1001,997,996,10,6,1,19,8,0,0.00,6,Niebla-Lluvia,297
2013-7-6,30,26,21,21,19,19,88,76,55,1008,1005,1002,8,5,2,19,8,0,0.00,3,0,258
2013-7-7,29,24,20,23,21,19,94,81,58,1009,1007,1006,10,4,1,14,5,0,0.00,6,Lluvia,219
2013-7-8,26,24,23,23,22,20,94,87,78,1009,1006,1004,10,4,1,34,14,50,0.00,8,Lluvia-Tormenta,169
2013-7-9,27,24,23,23,22,21,94,87,78,1008,1007,1006,8,4,1,23,14,0,0.00,7,Lluvia,219
2013-7-10,26,26,25,23,22,22,89,81,78,1007,1006,1005,10,7,4,24,18,0,0.00,8,Lluvia,208
2013-7-11,25,24,24,23,22,21,89,84,78,1008,1007,1006,10,5,3,24,18,0,0.00,8,Lluvia,206
2013-7-12,25,24,23,22,22,21,94,88,83,1009,1007,1006,6,4,1,27,19,48,0.00,8,Lluvia,220
2013-7-13,26,23,22,23,22,21,94,90,78,1012,1010,1008,9,5,1,14,8,0,0.00,8,Lluvia-Tormenta,215
2013-7-14,26,24,24,23,22,22,89,88,78,1013,1011,1009,8,5,3,29,14,50,0.00,8,Lluvia-Tormenta,219
2013-7-15,29,27,24,24,23,22,94,79,66,1012,1010,1009,10,8,3,26,11,47,0.00,7,Lluvia,203
2013-7-16,28,27,25,22,21,21,83,74,66,1009,1007,1005,10,10,6,45,21,66,0.00,7,Lluvia-Tormenta,189
2013-7-17,27,24,23,23,22,21,94,85,78,1010,1008,1006,10,6,2,29,18,50,0.00,8,Lluvia,225
2013-7-18,28,26,24,23,23,22,94,85,70,1010,1010,1009,10,6,2,14,6,0,0.00,7,Lluvia-Tormenta,206
2013-7-19,31,27,23,23,22,21,94,74,58,1010,1009,1008,10,9,6,27,11,48,0.00,6,0,186
2013-7-20,30,27,24,23,22,21,89,74,58,1009,1007,1006,10,10,10,26,16,42,0.00,7,Lluvia,195
2013-7-21,29,27,25,23,23,22,89,80,70,1007,1006,1005,10,9,6,26,19,0,0.00,8,Lluvia,223
2013-7-22,30,27,24,24,23,22,94,83,62,1009,1008,1007,10,6,1,23,10,0,0.00,8,Lluvia-Tormenta,238
2013-7-23,27,26,25,24,23,23,94,87,83,1007,1003,1000,7,4,1,24,16,37,0.00,8,Lluvia-Tormenta,212
2013-7-24,28,26,23,23,21,19,89,79,58,1002,1000,998,10,6,2,34,21,53,0.00,6,Lluvia-Tormenta,241
2013-7-25,30,27,23,22,21,18,88,72,51,1002,1001,1000,8,4,2,23,11,0,0.00,4,0,237
2013-7-26,30,26,22,22,21,20,94,75,55,1004,1003,1002,8,3,1,16,8,0,0.00,4,Niebla,292
2013-7-27,30,26,22,21,20,18,88,73,51,1006,1005,1004,10,6,1,16,6,0,0.00,5,Lluvia,203
2013-7-28,27,24,23,24,22,20,89,84,78,1005,1003,1001,9,4,2,21,10,0,0.00,8,Lluvia,184
2013-7-29,29,27,24,24,23,21,94,85,70,1003,1001,1000,6,3,0,24,11,0,0.00,6,Niebla-Lluvia,234
2013-7-30,30,27,24,23,21,19,89,72,55,1003,1001,999,10,7,4,16,8,0,0.00,6,Lluvia,174
2013-7-31,28,27,25,24,22,20,89,78,62,1004,1000,998,10,8,2,39,16,61,0.00,7,Lluvia,247
2013-8-1,32,28,24,23,22,21,89,72,55,1008,1006,1004,10,8,5,11,5,0,0.00,5,0,323
2013-8-2,30,28,25,25,23,21,89,79,74,1011,1009,1008,10,7,3,16,8,0,0.00,7,Lluvia,45
2013-8-3,32,29,27,25,24,23,84,74,59,1011,1009,1007,10,9,6,23,13,0,0.00,6,0,217
2013-8-4,32,29,26,25,24,23,89,78,62,1007,1004,1002,10,7,3,19,11,0,0.00,6,0,221
2013-8-5,31,28,26,25,24,23,89,79,66,1004,1003,1001,10,5,2,23,11,39,0.00,6,Lluvia,206
2013-8-6,28,26,23,25,23,20,89,83,70,1007,1005,1004,10,6,1,29,13,0,0.00,7,Lluvia-Tormenta,180
2013-8-7,33,29,25,25,24,22,89,76,63,1008,1006,1004,10,9,6,16,8,0,0.00,7,0,178
2013-8-8,33,30,27,26,24,24,84,75,62,1006,1004,1002,10,7,5,23,11,0,0.00,5,0,202
2013-8-9,32,30,28,26,26,24,84,80,70,1005,1004,1002,5,4,2,19,14,0,0.00,7,0,218
2013-8-10,30,28,25,26,25,22,89,83,70,1011,1008,1005,8,3,1,16,10,0,0.00,6,Lluvia-Tormenta,246
2013-8-11,34,28,23,25,23,22,94,79,52,1012,1011,1009,10,5,1,19,5,0,0.00,4,Niebla,336
2013-8-12,33,29,26,25,24,22,89,75,55,1011,1010,1009,10,8,2,16,6,0,0.00,3,0,266
2013-8-13,32,28,25,24,23,20,89,73,49,1011,1010,1009,10,10,8,19,6,0,0.00,2,0,238
