WIB,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2015-12-17,27,26,23,24,23,21,100,87,71,1013,1011,1008,10,7,3,21,13,29,5.08,5,Rain,251
2015-12-18,31,27,23,25,23,21,94,79,64,1013,1011,1008,10,6,2,29,13,37,8.89,6,Rain,276
2015-12-19,31,27,23,25,23,2,100,86,19,1014,1012,1009,10,6,3,16,8,34,8.89,6,Rain-Thunderstorm,299
2015-12-20,31,27,23,25,24,2,100,86,22,1012,1010,1008,8,5,3,24,8,40,14.99,4,Rain,279
2015-12-21,32,28,23,24,23,20,95,79,54,1012,1010,1008,10,9,6,34,13,40,0.00,4,Rain,259
2015-12-22,33,28,24,24,23,21,94,75,50,1013,1011,1008,10,8,4,24,14,37,0.00,5,,276
2015-12-23,33,29,24,24,23,22,94,73,47,1012,1011,1008,10,8,5,34,14,39,0.00,3,,277
2015-12-24,33,28,23,23,22,21,83,68,48,1013,1011,1008,10,9,4,27,16,,0.00,2,,264
2015-12-25,33,28,23,25,23,22,94,77,54,1012,1010,1008,10,8,3,16,10,,0.00,1,,308
2015-12-26,32,29,25,25,24,24,94,80,59,1013,1011,1008,10,8,2,23,8,,0.00,2,,304
2015-12-27,31,28,25,26,25,24,100,81,63,1013,1011,1008,10,7,2,14,8,,0.00,3,Thunderstorm,307
2015-12-28,33,29,24,26,25,24,100,80,58,1014,1012,1010,10,7,2,29,8,,0.76,3,Rain-Thunderstorm,325
2015-12-29,32,28,24,26,25,24,94,79,57,1014,1012,1008,10,7,3,26,8,,6.10,3,Rain-Thunderstorm,324
2015-12-30,31,28,24,26,25,24,100,86,62,1013,1011,1008,10,7,2,24,8,,36.07,3,Rain-Thunderstorm,346
2015-12-31,31,28,25,26,25,2,100,85,21,1013,1011,1009,10,8,1,19,10,,11.94,4,Rain-Thunderstorm,326
