CST,Temperatura m\'e1ximaC,Temperatura mediaC,Temperatura m\'ednimaC,Punto de roc\'edoC,MeanDew PointC,Min DewpointC,Max Humedad, Mean Humedad, Min Humedad, Max Presi\'f3n al nivel del marhPa, Mean Presi\'f3n al nivel del marhPa, Min Presi\'f3n al nivel del marhPa, Max VisibilidadKm, Mean VisibilidadKm, Min VisibilidadkM, Max Velocidad del vientoKm/h, Mean Velocidad del vientoKm/h, Max Velocidad de r\'e1fagasKm/h,Precipitaci\'f3nmm, CloudCover, Eventos,WindDirDegrees\
2012-3-31,13,8,4,-6,-14,-17,45,20,12,1022,1019,1017,9,5,3,47,18,72,0.00,0, ,84\
2012-4-1,12,7,3,-3,-7,-10,65,36,26,1019,1017,1014, , , ,26,11,43,0.00, , ,113\
2012-4-2,11,8,6,-2,-7,-14,49,35,17,1021,1015,1013,9,9,9,32,6,50,0.00, , ,180\
2012-4-3,21,11,1,-10,-14,-17,33,16,8,1022,1015,1009, , , ,35,23,50,0.00, , ,303\
2012-4-4,20,14,9,-11,-14,-16,19,12,8,1016,1011,1008, , , ,43,19,55,0.00, , ,341\
2012-4-5,19,12,6,-9,-13,-17,23,15,10,1018,1016,1013, , , ,47,24,76,0.00, , ,343\
2012-4-6,24,14,5,-2,-7,-9,49,28,12,1022,1017,1014, , , ,29,11,43,0.00, , ,77\
2012-4-7,20,10,1,2,-5,-9,56,35,19,1022,1016,1010,8,8,8,21,6,40,0.00, , ,34\
2012-4-8,25,18,10,-1,-12,-16,47,15,7,1017,1014,1012,8,8,8,29,14,47,0.00,0, ,286\
2012-4-9,27,18,9,8,1,-6,52,31,12,1016,1012,1008,14,7,5,32,10,32,0.00,0, ,140\
2012-4-10,22,17,13,13,8,5,94,54,27,1013,1009,1006,19,9,5,43,14,47,0.25,4,Lluvia,171\
2012-4-11,19,14,9,2,-8,-13,44,21,4,1021,1015,1010,31,26,19,32,21,58,0.00, , ,322\
2012-4-12,26,19,12,6,-7,-13,54,18,4,1011,1008,1005,31,23,14,29,14,47,0.00, , ,278\
2012-4-13,27,17,7,4,0,-5,76,31,5,1010,1007,1004,26,17,10,29,10,58,0.00,1, ,201\
2012-4-14,30,19,8,6,0,-8,66,28,4,1008,1005,1002,19,11,8,32,13,43,0.00,0, ,193\
2012-4-15,28,19,11,9,3,-4,77,38,7,1017,1008,1003,19,9,6,26,11,43,0.00,0, ,115\
2012-4-16,22,14,7,3,-5,-14,71,28,4,1021,1017,1013,31,24,11,26,10,43,0.00, , ,191\
2012-4-17,26,18,10,11,5,1,62,41,16,1013,1009,1003,18,7,5,26,13,32,0.00,0, ,169\
2012-4-18,22,19,15,14,12,10,94,68,39,1012,1008,1006,11,4,2,18,11, ,9.91,6,Lluvia-Tormenta,132\
2012-4-19,16,14,12,13,10,7,100,75,53,1014,1012,1010,11,5,4,14,8, ,0.00,8,Lluvia-Tormenta,71\
2012-4-20,16,13,12,13,12,9,100,88,58,1018,1016,1014,6,3,1,21,8, ,17.02,8,Lluvia-Tormenta,94\
2012-4-21,17,13,11,12,11,9,100,83,53,1017,1011,1007,5,3,2,14,6, ,0.00,8,Lluvia,148\
2012-4-22,22,17,12,14,11,7,88,69,40,1007,1003,1000,11,4,3,14,6,32,0.00,2, ,148\
2012-4-23,24,19,15,16,14,12,83,71,47,1004,1003,1000,6,2,2,18,10, ,0.00,2, ,119\
2012-4-24,19,16,12,16,13,1,100,86,21,1009,1005,1002,19,5,2,32,11,50,19.05,4,Lluvia-Tormenta,342\
2012-4-25,20,14,8,8,-4,-12,72,31,5,1009,1008,1006,31,29,19,40,18,58,0.00, , ,344\
2012-4-26,24,14,4,9,3,-3,87,50,15,1008,1002,996,26,9,6,18,6,35,0.00, , ,114\
2012-4-27,23,17,12,11,-3,-16,82,33,4,1009,1000,994,14,8,4,61,19,84,0.00,1, ,323\
2012-4-28,19,15,11,-1,-8,-16,41,20,5,1015,1012,1009,18,8,5,21,11, ,0.00,0, ,108\
2012-4-29,22,14,7,8,1,-5,76,40,8,1014,1012,1009,14,6,4,14,6, ,0.00,0, ,122\
2012-4-30,22,16,10,14,12,6,100,78,25,1011,1010,1008,10,3,2,11,6, ,0.00,1, ,108\
2012-5-1,23,18,13,15,12,8,94,66,31,1014,1012,1010,11,5,2,18,6, ,0.00,8, ,146\
2012-5-2,31,21,12,13,9,3,94,51,17,1010,1008,1005,14,6,5,21,6, ,0.00,0, ,207\
2012-5-3,33,23,13,12,8,-1,88,43,6,1010,1007,1004,31,17,6,14,6, ,0.00, , ,51\
2012-5-4,33,23,14,15,11,5,88,47,16,1009,1006,1003,14,8,6,29,8,43,0.00,0, ,103\
2012-5-5,30,21,13,11,3,-6,72,30,5,1013,1009,1005,31,24,14,21,8,35,0.00, , ,109\
2012-5-6,29,21,14,12,9,2,72,42,18,1006,1004,1002,26,9,5,18,10, ,0.00,0, ,121\
2012-5-7,27,21,14,10,6,-1,67,36,12,1007,1004,1002,19,13,11,14,8, ,0.00, , ,70\
2012-5-8,32,22,12,9,6,-1,63,35,7,1011,1008,1006,19,9,6,14,6, ,0.00,0, ,114\
2012-5-9,28,19,11,11,7,3,77,41,11,1015,1013,1010,14,9,5,21,8,40,0.00,0, ,151\
2012-5-10,29,22,14,16,13,9,82,52,25,1012,1011,1008,11,6,5,11,5, ,0.00,1, ,114\
2012-5-11,23,20,17,16,14,8,88,69,30,1013,1011,1009,11,5,4,26,8, ,0.51,7,Lluvia-Tormenta,55\
2012-5-12,24,19,15,15,12,6,94,70,31,1012,1010,1008,11,5,1,26,8,35,5.08,8,Lluvia,160\
2012-5-13,23,18,14,14,13,8,100,74,38,1011,1007,1003,19,4,1,26,13, ,21.08,6,Lluvia-Tormenta,120\
2012-5-14,27,18,9,12,0,-9,94,37,5,1010,1008,1004,31,11,6,35,13,64,0.00,0, ,317\
2012-5-15,27,18,9,4,-2,-6,62,25,5,1008,1005,1002,26,23,19,43,16,64,0.00, , ,301\
2012-5-16,28,20,12,3,-1,-6,54,21,6,1005,1002,1000,31,27,19,47,21,58,0.00, , ,318\
2012-5-17,29,22,16,10,7,-5,55,37,13,1008,1006,1001,31,23,19,26,13,35,0.00, , ,145\
2012-5-18,31,21,12,16,11,7,77,49,25,1009,1006,1003,19,8,6,18,6,29,0.00,0, ,143\
2012-5-19,31,26,20,19,17,14,78,60,33,1013,1008,1006,11,6,3,21,8,40,1.02,4,Lluvia-Tormenta,103\
2012-5-20,24,20,17,18,16,13,94,73,48,1015,1014,1012,10,7,5,21,11, ,0.00,3,Lluvia-Tormenta,102\
2012-5-21,26,21,16,18,16,13,94,69,44,1016,1014,1012,8,5,3,18,8, ,0.00,1, ,144\
2012-5-22,28,24,20,17,14,10,83,56,23,1013,1010,1007,19,6,4,26,10, ,0.00,5, ,171\
2012-5-23,29,23,17,15,1,-5,64,24,6,1014,1011,1009,31,22,7,21,13, ,0.00,3, ,46\
2012-5-24,28,21,15,9,2,-9,67,30,4,1013,1011,1008,19,17,11,21,10, ,0.00, , ,40\
2012-5-25,29,21,14,13,6,2,72,38,15,1011,1009,1006,26,18,11,26,8, ,0.00, , ,148\
2012-5-26,34,22,11,14,9,1,94,45,6,1009,1005,1001,31,9,4,26,10,35,0.00,0, ,160\
2012-5-27,31,23,16,17,13,5,63,48,22,1011,1006,1003,19,7,5,21,10, ,0.00,0, ,116\
2012-5-28,33,24,16,16,13,9,77,46,15,1014,1011,1008,14,6,5,21,8,32,0.00,0, ,155\
2012-5-29,27,22,16,15,13,10,73,54,27,1014,1011,1009,19,9,6,32,13, ,2.03,1,Lluvia,181\
2012-5-30,28,20,12,11,6,1,82,42,10,1018,1016,1014,31,15,10,26,11,47,0.00,2, ,14\
2012-5-31,28,20,12,15,9,4,88,56,14,1020,1017,1013,19,10,6,35,8, ,1.02,4,Lluvia,83\
2012-6-1,23,19,15,17,14,10,100,73,39,1015,1013,1010,14,7,3,14,6, ,0.51,5,Lluvia-Tormenta,97\
2012-6-2,29,22,16,18,14,9,100,66,21,1012,1010,1006,18,4,1,21,8, ,0.00,3, ,166\
2012-6-3,25,21,17,21,18,15,100,83,59,1008,1006,1003,31,4,1,18,6, ,1.02,7,Lluvia-Tormenta,90\
2012-6-4,32,24,16,19,16,11,100,62,18,1007,1004,1001,18,4,1,26,8, ,0.00,8,Niebla,171\
2012-6-5,34,26,18,17,12,2,88,45,7,1006,1004,1002,31,11,6,26,10, ,0.00, , ,86\
2012-6-6,31,26,21,19,16,13,69,54,27,1003,1001,998,14,7,3,35,10, ,0.00,6,Lluvia-Tormenta,102\
2012-6-7,32,26,19,19,15,11,78,51,23,1001,999,997,14,9,4,26,8,43,0.00, , ,99\
2012-6-8,34,27,20,18,16,13,78,51,20,1002,1000,996,19,8,4,26,10,35,0.00,1,Lluvia-Tormenta,144\
2012-6-9,35,27,19,20,18,11,94,70,21,1001,998,993,19,6,2,47,10,32,18.03,3,Lluvia-Tormenta,111\
2012-6-10,30,23,17,18,7,-3,94,39,10,1003,1001,998,31,15,10,29,11,50,0.25,4,Lluvia-Tormenta,302\
2012-6-11,33,23,13,12,6,0,82,34,7,1000,997,994,31,28,19,29,14,55,0.00, , ,278\
2012-6-12,31,23,16,12,9,6,72,39,13,1000,996,994,31,24,10,18,8, ,0.00, ,Lluvia,30\
2012-6-13,27,23,19,17,13,10,83,57,35,1002,1000,997,31,10,6,21,8,40,0.51,5,Lluvia-Tormenta,69\
2012-6-14,28,22,17,16,13,7,88,58,16,1007,1004,1002,31,14,10,21,13, ,0.00,1,Lluvia,20\
2012-6-15,30,23,16,16,12,8,94,49,17,1007,1006,1004,31,23,10,21,10,40,0.00,2, ,354\
2012-6-16,36,26,16,17,13,8,88,47,12,1007,1004,1001,31,14,10,29,8,29,0.00,1,Lluvia-Tormenta,22\
2012-6-17,38,28,19,18,13,9,88,44,11,1004,1002,999,14,10,7,21,8,40,0.00, , ,188\
2012-6-18,32,28,24,20,17,12,69,49,31,1004,1002,1000,14,6,3,18,10, ,0.00, ,Lluvia,128\
2012-6-19,30,26,21,22,19,17,89,66,48,1003,1001,998,11,4,2,18,8, ,0.00,6,Lluvia-Tormenta,149\
2012-6-20,31,26,20,21,19,17,94,66,37,1004,1002,1001,10,4,2,18,8, ,0.00,8, ,143\
2012-6-21,32,26,20,21,19,17,94,66,38,1005,1004,1001,14,4,1,32,6, ,7.87,4,Lluvia-Tormenta,127\
2012-6-22,28,24,20,22,20,19,100,79,58,1005,1004,1002,11,5,2,21,10, ,0.00,7,Lluvia,122\
2012-6-23,27,23,21,23,21,19,94,81,64,1004,1002,1000,6,3,2,18,6, ,0.51,7,Lluvia-Tormenta,110\
2012-6-24,25,23,21,23,22,20,100,90,75,1004,1002,1001,5,3,1,18,8, ,27.94,8,Lluvia-Tormenta,125\
2012-6-25,27,23,20,22,21,19,100,84,59,1008,1006,1004,11,5,2,14,8, ,13.97,5,Lluvia-Tormenta,107\
2012-6-26,28,24,22,22,21,19,88,79,62,1012,1010,1008,14,6,3,18,10, ,2.03,4,Lluvia,124\
2012-6-27,28,24,21,21,19,17,100,72,42,1014,1012,1010,19,7,2,14,6, ,0.00,8, ,132\
2012-6-28,24,22,20,21,20,18,100,89,76,1011,1010,1007,11,4,2,11,6, ,4.06,8,Lluvia,101\
2012-6-29,24,22,20,21,21,20,100,91,72,1007,1005,1003,11,4,1,11,5, ,10.92,7,Niebla-Lluvia,136\
2012-6-30,34,28,22,22,20,15,100,66,25,1004,1003,1001,26,7,1,21,6, ,0.00,8, ,217\
2012-7-1,35,29,23,25,23,22,94,73,46,1002,999,996,11,4,2,18,10,40,0.00,3, ,155\
2012-7-2,36,28,21,25,14,9,84,40,14,1001,998,995,31,18,4,26,10, ,0.00, , ,79\
2012-7-3,36,28,20,22,17,13,88,49,16,998,996,994,31,25,11,21,8, ,0.00, , ,55\
2012-7-4,31,27,23,22,18,16,84,57,41,1003,1001,999,14,9,5,18,10, ,8.89,3,Lluvia-Tormenta,122\
2012-7-5,27,24,21,22,21,19,96,80,59,1005,1003,1002,10,6,3,14,8, ,5.08,5,Lluvia-Tormenta,100\
2012-7-6,26,23,21,23,22,20,94,88,70,1003,1002,1001,10,4,2,26,8, ,0.00,7,Lluvia,29\
2012-7-7,31,27,23,25,23,21,100,81,49,1003,1001,1000,10,3,1,18,6, ,0.00,8,Lluvia-Tormenta,122\
2012-7-8,31,27,24,24,23,22,94,81,56,1003,1002,1001,8,3,1,21,6, ,2.03,8,Lluvia,83\
2012-7-9,28,26,23,24,23,23,100,90,73,1003,1002,1001,8,4,1,14,8, ,27.94,4,Lluvia,115\
2012-7-10,32,27,21,25,23,20,100,82,51,1001,996,992,14,7,4,43,8,43,12.95,6,Lluvia-Tormenta,109\
2012-7-11,32,27,21,24,22,21,100,83,48,996,994,992,18,6,1,18,8, ,0.00,4,Niebla-Lluvia-Tormenta,46\
2012-7-12,32,26,21,22,21,19,100,70,40,1002,998,995,31,14,10,21,6, ,9.91,1,Lluvia-Tormenta,28\
2012-7-13,31,26,22,22,19,17,94,66,38,1005,1003,1002,31,24,14,14,6, ,0.00, , ,26\
2012-7-14,32,27,22,22,18,13,94,61,21,1005,1004,1002,31,25,14,14,6, ,0.00, , ,71\
2012-7-15,33,27,20,21,18,14,94,57,23,1006,1005,1003,26,16,5,14,6, ,0.00, , ,56\
2012-7-16,34,27,21,21,18,15,88,56,23,1009,1007,1006,31,11,5,18,8,26,0.00, , ,156\
2012-7-17,32,28,24,22,21,17,89,66,38,1011,1009,1007,19,8,4,18,10, ,0.00, , ,134\
2012-7-18,31,26,22,22,22,21,94,74,49,1010,1008,1005,11,6,5,11,10, ,0.00,2, ,142\
2012-7-19,31,28,24,24,23,22,94,77,51,1007,1006,1003,10,4,3,11,8, ,0.00,2, ,133\
2012-7-20,32,29,25,25,24,22,94,76,50,1006,1004,1002,6,3,1,18,8, ,0.00,8, ,125\
2012-7-21,28,26,23,26,24,23,100,92,73,1004,1002,998,6,2,1,32,8,50,80.01,6,Lluvia-Tormenta,95\
2012-7-22,36,29,22,24,20,14,100,66,20,1003,999,995,31,16,3,35,14,55,0.76,7,Lluvia,353\
2012-7-23,32,27,21,23,20,16,88,64,35,1007,1005,1003,31,26,19,14,8, ,0.00, , ,69\
2012-7-24,32,27,23,24,22,20,94,73,43,1009,1008,1007,19,11,8,11,6, ,0.00,4,Lluvia,113\
2012-7-25,29,27,24,25,24,21,100,86,53,1010,1007,1005,11,5,2,14,8, ,2.03,6,Lluvia,118\
2012-7-26,27,26,24,25,24,23,100,93,79,1005,1004,1002,10,5,2,14,8, ,0.00,5,Lluvia,127\
2012-7-27,30,27,24,26,24,23,100,90,65,1006,1005,1005,8,4,2,11,5,29,3.05,5,Lluvia-Tormenta,79\
2012-7-28,32,28,25,27,26,22,100,88,67,1006,1001,998,10,3,1,26,10,43,0.00,6,Lluvia-Tormenta,145\
2012-7-29,35,28,21,25,22,18,100,69,26,1001,999,998,31,18,3,26,11,40,0.00, , ,353\
2012-7-30,29,26,22,25,21,18,100,77,47,1007,1004,1001,31,12,5,18,8, ,8.89,6,Lluvia,33\
2012-7-31,22,20,19,22,20,18,100,97,88,1008,1007,1005,11,7,3,18,8,29,10.92,8,Lluvia,15\
2012-8-1,24,22,20,21,20,19,100,93,66,1008,1007,1005,19,9,4,21,13, ,12.95,7,Lluvia,4\
2012-8-2,31,24,19,23,21,18,100,76,48,1009,1007,1006,26,17,6,18,10, ,0.00, , ,42\
2012-8-3,31,27,23,24,23,22,100,82,55,1009,1007,1005,14,7,4,14,8, ,0.00,6, ,111\
2012-8-4,32,28,23,24,22,20,100,71,40,1011,1007,1005,31,18,7,18,8, ,0.00,1, ,68\
2012-8-5,32,28,24,25,23,21,100,76,51,1012,1011,1010,19,9,5,14,6, ,0.00,2, ,131\
2012-8-6,32,28,24,25,24,22,100,76,47,1011,1009,1007,19,8,3,14,6, ,0.00,6, ,156\
2012-8-7,32,28,24,25,24,23,100,79,53,1008,1007,1005,11,7,4,14,6,35,0.00,2, ,152\
2012-8-8,32,29,25,27,24,19,100,82,37,1006,1005,1004,19,5,2,14,6, ,0.00,6,Lluvia,75\
2012-8-9,34,27,21,24,21,19,100,70,38,1008,1007,1005,26,19,14,14,8, ,0.00, , ,114\
2012-8-10,32,27,23,25,22,18,100,72,39,1008,1006,1005,14,6,2,14,6,29,0.00, , ,135\
2012-8-11,28,24,21,24,21,18,94,81,59,1007,1006,1005,14,7,3,21,6, ,10.92,7,Lluvia,44\
