CST,Temperatura m\'e1ximaC,Temperatura mediaC,Temperatura m\'ednimaC,Punto de roc\'edoC,MeanDew PointC,Min DewpointC,Max Humedad, Mean Humedad, Min Humedad, Max Presi\'f3n al nivel del marhPa, Mean Presi\'f3n al nivel del marhPa, Min Presi\'f3n al nivel del marhPa, Max VisibilidadKm, Mean VisibilidadKm, Min VisibilidadkM, Max Velocidad del vientoKm/h, Mean Velocidad del vientoKm/h, Max Velocidad de r\'e1fagasKm/h,Precipitaci\'f3nmm, CloudCover, Eventos,WindDirDegrees\
2006-1-28,-1,-2,-3,-5,-7,-8,75,70,60,1027,1021,1017,10,8,6,14,8, ,0.00,5, ,56\
2006-1-29,5,1,-2,-5,-12,-23,80,43,14,1034,1026,1019,7,5,3,29,14, ,0.00,8, ,7\
2006-1-30,1,-2,-4,-8,-14,-26,69,41,15,1038,1036,1034,8,7,7,26,16, ,0.00, , ,123\
2006-1-31,3,-1,-4,-5,-9,-10,69,59,44,1034,1030,1027,8,5,3,14,8, ,0.00,0, ,103\
2006-2-1,2,-3,-7,-8,-13,-21,74,50,18,1035,1032,1030,10,5,3,21,10, ,0.00,0,Nieve,38\
2006-2-2,-4,-8,-11,-7,-23,-33,80,39,11,1048,1038,1031,10,9,8,50,18,64,0.00,5,Nieve,28\
2006-2-3,-6,-11,-15,-26,-32,-33,27,18,12,1051,1048,1045, , , ,26,16, ,0.00, , ,35\
2006-2-4,-2,-9,-15,-22,-26,-28,37,26,12,1045,1040,1036,8,7,6,14,8, ,0.00,0, ,39\
2006-2-5,-1,-6,-9,-11,-16,-23,53,45,28,1037,1031,1025,6,5,4,11,6, ,0.00,0, ,100\
2006-2-6,-2,-3,-6,-3,-9,-18,100,71,39,1026,1022,1020,4,2,1,35,10,55,0.00,8,Niebla-Nieve,9\
2006-2-7,-1,-6,-10,-16,-19,-21,49,36,27,1039,1032,1027, , , ,43,27,61,0.00, , ,343\
2006-2-8,-1,-6,-10,-20,-22,-24,38,28,19,1045,1042,1040, , , ,43,29,61,0.00, , ,310\
2006-2-9,3,-4,-12,-14,-18,-21,54,37,17,1041,1030,1021,8,7,7,26,8, ,0.00,0, ,223\
2006-2-10,9,0,-9,-8,-11,-14,68,48,24,1020,1017,1015,8,6,4,18,6, ,0.00,0, ,338\
2006-2-11,5,0,-5,-7,-9,-11,74,54,33,1026,1024,1020,7,5,4,18,10, ,0.00,0, ,133\
2006-2-12,3,-2,-6,-2,-4,-8,93,81,65,1027,1023,1016,6,3,2,14,8, ,0.00,1, ,79\
2006-2-13,4,0,-3,2,-2,-5,93,87,75,1015,1011,1008,2,1,1,11,6, ,0.00,2, ,327\
2006-2-14,13,6,-2,-2,-5,-9,93,56,22,1023,1016,1010,8,4,1,29,11,35,0.00,0,Niebla,331\
2006-2-15,3,0,-3,-4,-7,-18,86,60,20,1027,1023,1021,8,7,4,26,6,43,0.00,0, ,103\
2006-2-16,3,-1,-4,-20,-26,-28,20,14,9,1035,1033,1028, , , ,35,24,55,0.00, , ,313\
2006-2-17,7,1,-5,-20,-23,-24,24,17,9,1035,1032,1027,8,8,8,32,13,64,0.00,0, ,257\
2006-2-18,11,2,-7,-16,-18,-21,46,25,10,1027,1023,1020,8,7,5,26,8,47,0.00,0, ,276\
2006-2-19,12,3,-6,-14,-17,-18,42,25,12,1023,1020,1017,8,7,4,18,6,35,0.00,0, ,81\
2006-2-20,9,2,-4,0,-5,-15,80,59,32,1017,1015,1013,7,4,2,14,8, ,0.00,0, ,84\
2006-2-21,10,5,-3,0,-11,-21,87,44,13,1033,1021,1013,8,3,2,47,16,64,0.00, , ,338\
2006-2-22,6,0,-6,-16,-19,-22,36,24,13,1033,1030,1026, , , ,26,11,43,0.00, , ,310\
2006-2-23,7,1,-5,-7,-18,-23,69,27,10,1032,1029,1027, , , ,26,11,32,0.00, , ,43\
2006-2-24,1,-2,-5,-6,-9,-12,69,56,41,1031,1027,1024,8,7,6,14,10, ,0.00,2, ,121\
2006-2-25,7,2,-3,-5,-10,-18,69,47,18,1035,1026,1023,8,5,4,21,11, ,0.00, , ,4\
2006-2-26,2,-3,-7,-10,-19,-23,51,28,14,1039,1037,1035,7,7,7,29,14, ,0.00, , ,352\
2006-2-27,2,-3,-8,-7,-16,-21,64,36,18,1040,1038,1037,8,6,5,14,8, ,0.00, , ,63\
2006-2-28,-1,-3,-5,-3,-4,-6,100,89,69,1036,1031,1026,7,3,1,14,11,32,0.00,7,Nieve,165\
2006-3-1,8,0,-7,-4,-12,-16,100,41,18,1027,1024,1021,8,4,2,32,14,50,0.00,0, ,314\
2006-3-2,9,3,-2,-13,-19,-22,33,20,12,1024,1022,1019, , , ,35,19,55,0.00, , ,329\
2006-3-3,9,2,-4,-6,-11,-17,56,39,27,1022,1019,1015,7,6,5,14,8, ,0.00,0, ,81\
2006-3-4,17,9,1,1,-7,-15,87,42,11,1016,1013,1012,6,5,2,29,10,47,0.00,0, ,310\
2006-3-5,15,6,-3,1,-7,-17,100,54,10,1026,1019,1016,6,2,1,35,11, ,0.00,0,Niebla,39\
2006-3-6,8,3,-2,-7,-8,-11,69,47,27,1030,1025,1019,8,7,6,21,13, ,0.00,0, ,171\
2006-3-7,17,6,-4,-4,-9,-15,69,43,10,1025,1019,1017,8,8,7,21,10, ,0.00,0, ,55\
2006-3-8,11,6,1,-8,-10,-13,48,33,19,1028,1026,1024,8,8,8,18,6, ,0.00, , ,128\
2006-3-9,10,4,-1,-3,-7,-11,57,47,37,1025,1018,1011,7,6,4,11,5, ,0.00,0, ,124\
2006-3-10,14,9,4,0,-11,-21,75,28,9,1020,1015,1012,10,6,3,43,18,61,0.00,0,Lluvia,333\
2006-3-11,7,3,-1,1,-9,-28,93,53,10,1035,1026,1020,10,10,10,40,18,58,0.00,5,Lluvia,343\
2006-3-12,4,-1,-6,-19,-23,-28,23,18,11,1036,1033,1028, , , ,55,39,76,0.00, , ,305\
2006-3-13,10,5,0,-12,-17,-21,31,21,16,1028,1023,1020, , , ,40,19,58,0.00, , ,293\
2006-3-14,18,8,-1,-9,-11,-13,47,24,12,1022,1019,1014, , , ,21,11, ,0.00, , ,233\
2006-3-15,18,11,4,7,-8,-11,93,28,13,1014,1009,1004,8,8,7,26,10,40,0.00, , ,337\
2006-3-16,23,14,7,-6,-9,-12,32,20,9,1008,1006,1004, , , ,26,13,43,0.00, , ,260\
2006-3-17,15,11,8,0,-3,-12,44,35,15,1012,1007,1004,8,6,4,47,14,64,0.00,0, ,137\
2006-3-18,15,10,6,-10,-19,-22,22,11,7,1021,1018,1014,6,6,6,55,34,72,0.00,0, ,301\
2006-3-19,15,7,-1,-1,-9,-22,75,34,14,1023,1018,1013,8,8,7,18,8, ,0.00,0, ,135\
2006-3-20,20,11,2,-1,-7,-13,65,33,10,1014,1012,1010,8,7,6,21,8, ,0.00,0, ,85\
2006-3-21,18,11,4,5,1,-6,81,53,27,1017,1013,1011,5,3,2,21,8, ,0.00,0, ,119\
2006-3-22,19,13,8,5,-11,-18,76,25,8,1020,1014,1010,3,3,3,43,21,64,0.00, , ,321\
2006-3-23,15,9,3,-6,-15,-18,37,18,10,1022,1018,1013, , , ,26,14, ,0.00, , ,218\
2006-3-24,22,11,1,-3,-10,-19,65,30,6,1014,1010,1005,8,8,6,35,11,58,0.00,0, ,303\
2006-3-25,15,11,6,-16,-22,-26,15,9,5,1023,1016,1010,8,6,5,35,21,55,0.00,0, ,351\
2006-3-26,12,7,3,-2,-8,-16,65,39,15,1023,1019,1012,6,6,6,26,10,43,0.00, , ,109\
2006-3-27,10,8,5,-7,-17,-24,37,18,9,1022,1016,1014,8,7,5,47,19,68,0.00,0, ,321\
2006-3-28,13,7,1,-11,-17,-21,30,18,9,1023,1018,1011, , , ,32,21,50,0.00, , ,261\
2006-3-29,21,11,1,-1,-9,-15,61,28,9,1019,1010,1007,8,7,7,29,11,35,0.00,0, ,37\
2006-3-30,15,8,2,-1,-6,-11,70,41,19,1021,1018,1014,8,8,7,21,8, ,0.00,0, ,136\
2006-3-31,17,10,3,1,-5,-9,47,36,25,1015,1009,1004,8,6,4,11,6, ,0.00,0, ,189\
2006-4-1,19,14,9,6,4,0,82,53,32,1011,1007,1005,8,5,4,26,10, ,0.00,0,Lluvia,105\
2006-4-2,25,15,5,7,4,-3,100,63,16,1010,1006,1000,6,3,2,26,10,47,0.00,0, ,132\
2006-4-3,24,16,8,9,5,1,66,48,30,1008,1005,1001,4,4,4,14,8, ,0.00,0, ,49\
2006-4-4,22,17,12,8,-7,-14,67,24,8,1016,1012,1007,7,5,4,21,13, ,0.00,0, ,49\
2006-4-5,14,11,8,-3,-7,-12,40,28,17,1023,1020,1017, , , ,26,18, ,0.00, , ,153\
2006-4-6,7,6,4,3,1,-2,87,77,53,1020,1013,1009,10,6,3,18,11, ,0.00,6,Lluvia,80\
2006-4-7,22,12,3,3,-9,-17,93,35,7,1013,1010,1009,5,3,3,35,14,55,0.00,0, ,314\
2006-4-8,14,10,6,1,-2,-13,70,45,20,1018,1015,1012,7,5,4,21,11, ,0.00,0, ,136\
2006-4-9,15,10,6,3,-1,-5,62,44,31,1013,1009,1005,4,4,3,14,6, ,0.00,0, ,148\
2006-4-10,14,10,6,11,8,3,94,83,62,1009,1007,1006,4,3,2,14,8, ,0.00,5, ,104\
2006-4-11,19,12,4,11,2,-11,100,56,19,1026,1014,1008,10,4,1,40,14,58,0.00,6,Lluvia,16\
2006-4-12,14,9,4,-5,-14,-20,52,21,9,1028,1025,1020, , , ,32,24,50,0.00, , ,325\
2006-4-13,21,13,7,-2,-12,-24,36,18,5,1025,1022,1019, , , ,26,16, ,0.00, , ,258\
2006-4-14,20,14,8,1,0,-3,62,39,21,1022,1019,1015,8,7,6,26,14, ,0.00,0, ,165\
2006-4-15,17,12,6,4,-4,-18,71,38,9,1024,1020,1017,8,7,7,26,13,43,0.00,0, ,26\
2006-4-16,14,9,4,2,0,-3,87,58,31,1024,1016,1009,8,7,7,21,13, ,0.00, , ,125\
2006-4-17,17,12,8,7,3,1,72,53,34,1009,1006,1004,7,5,5,21,8, ,0.00,0,Lluvia,146\
2006-4-18,18,12,7,8,1,-21,93,64,7,1015,1012,1010,7,3,2,40,13,64,0.00,4, ,165\
2006-4-19,17,12,7,-8,-11,-14,28,20,14,1021,1017,1015,8,8,8,50,29,68,0.00,0, ,316\
2006-4-20,20,12,5,0,-6,-10,46,28,13,1023,1018,1012, , , ,21,10, ,0.00, , ,235\
2006-4-21,20,14,9,11,3,-1,72,46,35,1012,1007,1001,8,7,5,14,11, ,0.00,0, ,163\
2006-4-22,22,17,13,11,-9,-18,72,19,8,1011,1008,1004,8,6,5,55,24,76,0.00,0, ,308\
2006-4-23,20,16,11,-16,-19,-21,11,9,6,1012,1011,1009,9,7,4,43,29,64,0.00,0, ,293\
2006-4-24,23,14,7,2,-14,-21,47,14,5,1015,1013,1010,7,7,7,21,10,40,0.00,0, ,152\
2006-4-25,17,13,10,7,2,-2,63,44,31,1013,1010,1006,8,6,5,26,11, ,0.00, , ,124\
2006-4-26,19,14,11,11,8,7,82,71,59,1018,1010,1007,10,4,3,29,10,47,0.00,3,Lluvia-Tormenta,92\
2006-4-27,22,13,6,9,4,-1,100,58,22,1020,1016,1012,10,7,6,29,6,35,0.00,1, ,163\
2006-4-28,24,17,9,6,4,1,71,43,22,1012,1006,1001,8,7,6,14,10, ,0.00,0, ,108\
2006-4-29,24,17,10,10,8,5,94,58,34,1001,995,990,7,4,1,21,13, ,0.00,0, ,86\
2006-4-30,30,22,14,10,7,0,72,41,23,1005,998,993,8,5,4,26,10, ,0.00,0, ,104\
2006-5-1,28,22,15,3,-3,-12,45,23,7,1015,1009,1006,8,5,4,26,10,26,0.00,0, ,137\
2006-5-2,24,17,11,5,3,1,62,41,22,1018,1015,1012, , , ,26,11,40,0.00, , ,136\
2006-5-3,25,18,12,12,7,2,60,46,39,1014,1011,1007,8,6,6,18,11, ,0.00,0, ,115\
2006-5-4,21,18,16,16,13,11,94,74,64,1009,1008,1007,6,4,2,14,10, ,0.00,4,Lluvia-Tormenta,118\
2006-5-5,25,20,15,15,9,2,94,55,24,1015,1012,1009,4,2,2,26,13, ,0.00,0, ,65\
2006-5-6,24,18,12,9,7,6,72,48,33,1013,1010,1007,8,7,5,14,8, ,0.00,0, ,169\
2006-5-7,27,21,15,12,11,9,72,52,34,1012,1010,1008,8,6,4,21,8, ,0.00,0, ,120\
2006-5-8,21,19,18,17,14,11,83,73,56,1015,1012,1010,10,5,2,29,14, ,0.00,8,Lluvia,60\
2006-5-9,18,17,16,16,15,14,100,92,77,1017,1015,1013,10,4,2,18,10,26,0.00,8,Lluvia,26\
2006-5-10,23,19,14,15,1,-3,94,36,19,1023,1020,1017,7,5,2,32,18,43,0.00, , ,347\
2006-5-11,23,17,11,11,5,-1,82,51,22,1028,1025,1023,10,9,6,40,10, ,0.00,7,Lluvia,154\
2006-5-12,22,17,12,11,10,0,94,79,23,1028,1023,1019,10,6,3,18,8,32,0.00,7,Lluvia,142\
2006-5-13,27,20,13,10,1,-4,82,32,14,1020,1017,1013,10,8,3,29,23,43,0.00,2, ,300\
2006-5-14,31,22,14,5,1,-2,51,26,12,1016,1011,1007,8,6,5,21,10,32,0.00,0, ,217\
2006-5-15,32,23,15,11,8,4,55,37,18,1009,1007,1004,8,7,6,21,10, ,0.00,0, ,116\
2006-5-16,32,24,18,17,13,8,83,54,22,1010,1007,1003,10,6,4,29,14,58,0.00,2,Lluvia-Tormenta,144\
2006-5-17,28,23,18,16,3,-8,78,36,9,1016,1014,1011,8,5,3,29,16, ,0.00,0, ,22\
2006-5-18,29,22,15,17,13,11,82,61,42,1013,1007,1002,8,4,4,18,10, ,0.00,0, ,123\
2006-5-19,24,21,18,17,11,3,78,56,35,1008,1006,1004,8,4,2,32,11, ,0.00,1, ,134\
2006-5-20,22,19,17,11,6,2,68,44,27,1013,1009,1007,10,9,8,14,6, ,0.00,7,Lluvia,18\
2006-5-21,20,17,13,14,13,12,100,79,64,1013,1011,1008,10,6,2,14,8, ,0.00,8,Lluvia,197\
2006-5-22,31,21,12,15,11,5,100,60,20,1010,1006,1002,7,3,2,32,10,50,0.00,0, ,217\
2006-5-23,31,23,16,14,11,7,77,48,25,1010,1006,1003,8,7,5,35,11, ,0.00,0, ,111\
2006-5-24,29,23,17,19,11,6,88,47,28,1013,1011,1009,8,6,3,18,6, ,0.00,3,Lluvia-Tormenta,73\
2006-5-25,20,18,17,19,16,14,100,86,73,1015,1014,1012,10,7,2,29,13, ,0.00,5,Lluvia-Tormenta,9\
2006-5-26,17,14,13,16,14,12,100,92,77,1014,1010,1006,8,3,1,18,8, ,0.00,6,Lluvia,108\
2006-5-27,24,19,14,15,13,10,100,75,44,1010,1008,1006,10,8,3,29,16, ,0.00,8,Lluvia,325\
2006-5-28,32,22,13,13,8,-1,94,47,13,1009,1006,1003, , , ,18,10,32,0.00, , ,295\
2006-5-29,32,23,16,17,14,11,82,55,27,1004,1003,1001,8,7,6,18,6,40,0.00,0, ,129\
2006-5-30,31,26,21,21,18,16,78,64,43,1006,1003,1002,7,5,3,21,8, ,0.00,0, ,104\
2006-5-31,31,26,22,20,18,14,83,60,37,1009,1007,1005,8,5,3,18,8, ,0.00,0, ,148\
2006-6-1,33,27,21,19,18,15,83,59,34,1010,1009,1007,8,6,3,21,11,43,0.00,0, ,156\
2006-6-2,26,23,20,19,18,18,88,78,65,1011,1010,1009,10,5,4,18,11, ,0.00,7, ,102\
2006-6-3,27,23,19,20,18,17,94,78,61,1011,1009,1007,10,5,4,14,8, ,0.00,7,Lluvia-Tormenta,81\
2006-6-4,30,25,20,20,19,17,88,71,55,1008,1006,1004,5,3,2,14,6, ,0.00,0, ,139\
2006-6-5,33,27,20,22,19,16,94,69,43,1005,1004,1001,5,3,2,11,6, ,0.00,0, ,75\
2006-6-6,33,27,21,22,18,13,89,61,29,1004,1002,998,8,4,2,26,11,43,0.00,2,Lluvia-Tormenta,168\
2006-6-7,30,26,21,21,13,5,100,54,22,1002,1001,999,10,4,2,35,14,55,0.00,3,Lluvia,335\
2006-6-8,32,24,17,11,5,0,68,31,14,1001,996,991, , , ,32,13,50,0.00, , ,290\
2006-6-9,27,23,20,12,8,5,56,38,28,998,992,990,10,9,8,40,18,50,0.00,3, ,330\
2006-6-10,29,22,15,16,12,9,77,52,30,1001,999,997,10,10,10,29,13,47,0.00,1,Lluvia,2\
2006-6-11,33,24,16,16,14,11,83,54,26,1002,1001,998,10,8,7,21,10, ,0.00, ,Lluvia,332\
2006-6-12,30,26,22,21,17,12,94,61,42,1007,1003,1001,10,7,6,26,10, ,0.00,5,Lluvia-Tormenta,80\
2006-6-13,23,20,18,20,15,12,88,74,50,1010,1009,1007,10,9,6,29,19, ,0.00,6,Lluvia-Tormenta,1\
2006-6-14,32,23,14,16,14,9,100,66,24,1009,1004,999,10,10,10,26,10, ,0.00,1,Lluvia,41\
2006-6-15,33,24,17,17,12,6,88,53,18,1001,998,995,8,6,4,14,6, ,0.00,0, ,87\
2006-6-16,34,27,20,18,12,6,78,41,20,1004,999,998,7,5,4,35,14,55,0.00,0, ,22\
2006-6-17,35,27,18,14,9,6,64,34,17,1007,1005,1004,8,7,6,14,8, ,0.00,0, ,356\
2006-6-18,37,28,19,14,12,9,64,36,21,1008,1006,1004,9,9,8,14,10, ,0.00, , ,47\
2006-6-19,34,30,26,16,13,12,51,37,26,1008,1007,1005,10,8,7,29,11, ,0.00,4, ,339\
2006-6-20,32,28,25,18,15,12,65,47,31,1010,1009,1008,10,9,8,14,8, ,0.00,6,Lluvia,225\
2006-6-21,36,28,21,19,16,14,88,52,27,1009,1007,1005,8,5,1,14,6, ,0.00, , ,143\
2006-6-22,34,28,23,21,19,16,78,58,34,1007,1006,1004,8,5,4,21,11,40,0.00, , ,125\
2006-6-23,36,29,23,23,19,14,88,60,27,1008,1006,1002,8,5,2,26,11, ,0.00,2,Lluvia,109\
2006-6-24,30,26,21,22,19,17,94,74,58,1008,1006,1003,10,8,5,43,16,55,0.00,5,Lluvia-Tormenta,29\
2006-6-25,29,24,19,23,20,17,94,80,62,1006,1004,1003,8,4,2,14,10, ,0.00,7,Lluvia-Tormenta,73\
2006-6-26,33,27,21,23,21,19,100,77,46,1005,1003,1000,10,4,2,21,10, ,0.00,1,Lluvia-Tormenta,128\
2006-6-27,36,29,22,24,21,19,94,65,37,1004,1002,1000,10,6,4,21,10, ,0.00,1,Tormenta,95\
2006-6-28,30,26,22,24,22,21,94,80,62,1007,1005,1003,7,4,2,29,14, ,0.00,4,Lluvia-Tormenta,128\
2006-6-29,27,23,19,23,21,19,100,92,74,1003,1001,999,10,6,1,18,11, ,0.00,6,Niebla-Lluvia-Tormenta,94\
2006-6-30,30,25,20,23,21,20,100,83,55,1005,1003,1001,10,6,3,29,8, ,0.00,3,Lluvia-Tormenta,50\
2006-7-1,30,26,21,22,21,19,100,82,55,1006,1005,1004,10,8,4,26,10, ,0.00,5,Lluvia-Tormenta,345\
2006-7-2,32,26,21,22,21,20,100,70,49,1006,1005,1004,8,7,6,14,6, ,0.00,0, ,292\
2006-7-3,32,28,24,23,21,18,89,68,46,1004,1003,1001,7,4,2,14,10, ,0.00, , ,121\
2006-7-4,33,27,22,24,23,21,94,77,55,1002,1000,998,7,4,3,18,10, ,0.00,1, ,146\
2006-7-5,33,28,24,24,22,17,94,73,40,1001,999,996,10,4,2,21,11, ,0.00,0, ,107\
2006-7-6,33,27,21,22,20,19,94,65,43,1003,1001,1000,8,8,7,18,10, ,0.00,0, ,78\
2006-7-7,31,27,24,23,22,21,94,75,62,1004,1003,1001,8,6,3,18,11, ,0.00,4, ,130\
2006-7-8,29,26,23,24,22,21,89,79,66,1004,1003,1001,8,6,3,18,13, ,0.00,7,Lluvia,118\
2006-7-9,25,23,22,25,23,22,100,96,83,1004,1003,1002,5,2,1,18,11, ,0.00,7,Niebla-Lluvia-Tormenta,58\
2006-7-10,25,24,23,24,23,22,100,97,89,1004,1002,1001,8,3,1,11,10, ,0.00,6,Niebla-Lluvia-Tormenta,88\
2006-7-11,31,26,21,26,23,21,100,86,70,1004,1003,1001,7,4,1,18,6, ,0.00,0,Niebla,100\
2006-7-12,30,25,20,26,23,20,100,88,70,1004,1002,999,10,5,1,35,11,64,0.00,3,Lluvia-Tormenta,123\
2006-7-13,30,25,20,25,23,20,100,87,66,1004,1003,1002,10,6,4,14,6, ,0.00,2,Lluvia-Tormenta,83\
2006-7-14,30,27,24,27,25,22,100,90,79,1008,1005,1003,7,4,1,21,10, ,0.00,5,Lluvia-Tormenta,67\
2006-7-15,33,29,25,28,26,25,100,84,63,1009,1007,1006,6,3,1,21,8, ,0.00,0, ,85\
2006-7-16,34,29,25,26,25,22,94,80,49,1007,1006,1005,8,5,3,21,10, ,0.00,3, ,94\
2006-7-17,28,26,23,24,23,20,94,84,70,1007,1005,1004,10,6,3,21,10, ,0.00,5,Lluvia,125\
2006-7-18,23,21,20,21,21,20,100,97,88,1007,1005,1003,10,5,2,14,10, ,0.00,8,Lluvia,97\
2006-7-19,28,24,21,23,22,20,100,86,70,1007,1005,1003,6,4,3,11,5, ,0.00,6, ,174\
2006-7-20,32,27,23,26,24,23,100,87,70,1003,1001,997,5,3,1,21,10, ,0.00,6,Lluvia,155\
2006-7-21,34,29,25,25,19,15,100,58,34,1005,1001,999,6,3,2,18,13, ,0.00, , ,337\
2006-7-22,31,27,23,19,15,12,78,49,31,1009,1007,1005, , , ,21,13, ,0.00, , ,37\
2006-7-23,29,24,20,23,21,18,100,82,66,1006,1005,1002,8,6,4,35,10, ,0.00,5,Lluvia-Tormenta,89\
2006-7-24,28,23,19,21,19,18,100,88,62,1010,1006,1004,10,7,2,26,13, ,0.00,5,Lluvia-Tormenta,12\
2006-7-25,21,20,19,19,18,17,94,86,78,1015,1013,1010,10,9,6,18,13, ,0.00,8,Lluvia,344\
2006-7-26,21,20,19,20,19,19,100,96,88,1015,1013,1012,10,6,3,14,10, ,0.00,6,Lluvia,339\
2006-7-27,26,23,20,23,21,19,100,90,78,1012,1009,1006,6,3,2,11,6, ,0.00,6,Lluvia,33\
2006-7-28,24,23,22,24,23,22,100,98,94,1007,1007,1006,3,2,1,14,8, ,0.00,8,Lluvia,88\
2006-7-29,30,27,23,27,25,23,100,96,84,1009,1007,1005,2,1,1,14,6, ,0.00,7,Lluvia,55\
2006-7-30,32,28,25,28,26,25,100,89,70,1007,1006,1005,8,2,1,11,6, ,0.00,5,Niebla,83\
2006-7-31,28,24,20,27,24,20,100,96,83,1008,1005,1003,10,4,1,21,8,43,0.00,5,Niebla-Lluvia-Tormenta,32\
2006-8-1,32,26,20,24,22,19,100,83,52,1006,1004,1003,10,8,1,47,6,79,0.00,3,Lluvia-Tormenta,360\
2006-8-2,30,26,21,22,21,20,100,79,58,1010,1008,1006,10,10,10,14,10, ,0.00,1, ,352\
2006-8-3,30,26,22,24,23,21,100,82,66,1014,1013,1010,8,6,4,14,6, ,0.00,6,Lluvia-Tormenta,97\
2006-8-4,29,24,21,24,23,21,100,87,70,1014,1013,1011,7,6,3,26,11, ,0.00,5,Lluvia-Tormenta,124\
2006-8-5,30,27,23,25,24,23,100,90,70,1012,1010,1008,5,2,0,14,10, ,0.00,4,Niebla,150\
2006-8-6,31,27,24,26,25,24,100,89,70,1008,1007,1005,8,3,1,18,10, ,0.00,1,Niebla,135\
2006-8-7,32,28,24,27,26,24,100,87,70,1006,1005,1004,6,3,1,14,8, ,0.00,1, ,140\
2006-8-8,32,28,25,27,26,24,100,88,70,1008,1007,1005,5,3,1,18,11, ,0.00,4,Niebla-Lluvia-Tormenta,117\
2006-8-9,30,27,23,27,24,22,100,88,79,1008,1007,1006,8,4,2,14,10, ,0.00,6, ,106\
2006-8-10,27,26,24,27,25,24,100,99,94,1008,1007,1005,4,3,0,18,8, ,0.00,6,Niebla-Lluvia-Tormenta,74\
